NAME,TYPE,COORDINATES,SCHEDULE,ADDRESS,LOCALITY,POSTALCODE,TELEPHONE,EMAIL,ACCESSIBILITY
Delegación y Oficina de Turismo de la Región de Murcia,OficinasTurismo.csv,"40.41937461925095, -3.708158204262361",De  lunes a jueves de 11 a 14 y de 18 a 20 horas. Viernes de 10:30 a 14 horas.,Costanilla De Los Angeles,Madrid,28013,"915 427 130       
",casamadrid@murciaenmadrid.org,0
Oficina Central de Reservas e Información de la Comunidad de Madrid,OficinasTurismo.csv,"40.42078170853056, -3.693014026757309",De lunes a viernes de 9 a 14 horas,Paseo Recoletos,Madrid,28004,912 767 478,,0
Oficina de Relaciones Institucionales del Gobierno de Canarias,OficinasTurismo.csv,"40.41662861702532, -3.696000655612809",De lunes a viernes de 9 a 15 horas,Calle Fernanflor,Madrid,28014,913 893 000,dlgmadrid.pg@gobiernodecanarias.org,0
Oficina de Turismo de Alemania,OficinasTurismo.csv,"40.415145119026725, -3.6969990236222245",Consultar telefónicamente,Calle San Agustin,Madrid,28014,914 293 551,,0
Oficina de Turismo de Andorra,OficinasTurismo.csv,"40.420463872305014, -3.6873998628244578",Consultar telefónicamente,Calle Alcala,Madrid,28009,914 317 453 ,,0
Oficina de Turismo de Argentina,OficinasTurismo.csv,"40.4257710639095, -3.712551676224903",Consultar telefónicamente,Calle Princesa,Madrid,28008,915 414 447,oficinamadrid@argentina.travel,0
Oficina de Turismo de Austria,OficinasTurismo.csv,"40.4241953857432, -3.712405377713949"," De lunes a viernes de 9 a 17 horas  No disponen de oficina en Madrid, solo atienden por teléfono e internet ",- -,,,902 999 432,informacion@austria.info,0
Oficina de Turismo de Brasil,OficinasTurismo.csv,"40.43017960044132, -3.692768600492918",Consultar telefónicamente,Calle Almagro,Madrid,28010,917 020 689,secom.madrid@itamaraty.gov.br,0
Oficina de Turismo de Castilla - León,OficinasTurismo.csv,"40.42177018095319, -3.6828394778643716",Consultar horario.,Calle Alcalá,Madrid,28009,915 780 324,oficinademadridfundacionsiglo@gmail.com,0
Oficina de Turismo de Chile,OficinasTurismo.csv,"40.42984738903388, -3.6834988415722334",Consultar telefónicamente,Calle Velazquez,Madrid,28001,914 357 834,prochilespain@prochile.gov.cl,0
Oficina de Turismo de China,OficinasTurismo.csv,"40.42009457178475, -3.7053367443046565",Consultar telefónicamente,Calle Gran Via,Madrid,28013,915 480 011,,0
Oficina de Turismo de Croacia,OficinasTurismo.csv,"40.423071040236564, -3.6868016346415553",Consultar telefónicamente,Calle Claudio Coello,Madrid,28001,917 815 514,info@visitacroacia.es,0
Oficina de Turismo de Cuba,OficinasTurismo.csv,"40.4509737804771, -3.6864959795755223",Consultar telefónicamente,Paseo Habana,Madrid,28036,914 113 097,info@descubracuba,0
Oficina de Turismo de Ecuador,OficinasTurismo.csv,"40.435786907325046, -3.6830637919224922",Consultar telefónicamente,Calle Velazquez,Madrid,28006,915 627 215,info@mecuador.es,0
Oficina de Turismo de Egipto,OficinasTurismo.csv,"40.423271055213334, -3.7103562860569252",Consultar telefónicamente,Calle Gran Via,Madrid,28013,915 592 121,es@egypt.travel,0
Oficina de Turismo de Francia,OficinasTurismo.csv,"40.42272987584036, -3.6881184215044875",Consultar telefónicamente,Calle Serrano,Madrid,28001,"915 489 749 (Información)   
      
",info.es@atout-france.fr,0
Oficina de Turismo de Grecia,OficinasTurismo.csv,"40.4287153966979, -3.715730424495196",Consultar telefónicamente,Calle Quintana,Madrid,28008,915 484 889,,0
Oficina de turismo de Guatemala,OficinasTurismo.csv,"40.42811147922819, -3.69060179113649",,Calle Fernando El Santo,Madrid,28010,913 440 347 / 913 441 417,,0
Oficina de Turismo de Irán,OficinasTurismo.csv,"40.43756941084443, -3.6848032592188162",,Calle Maria De Molina,Madrid,28006,915 643 613,iran@iransara.es,0
Oficina de Turismo de Israel,OficinasTurismo.csv,"40.42789832941921, -3.7020584270478287",Consultar telefónicamente,Calle Fuencarral,Madrid,28004,915 943 211,,0
Oficina de Turismo de Italia,OficinasTurismo.csv,"40.4364258837023, -3.6862182951851614",Consultar telefónicamente,Calle Serrano,Madrid,28006,915 670 670,,0
Oficina de Turismo de Jordania,OficinasTurismo.csv,"40.4225708087371, -3.687598129527758",Consultar telefónicamente,Calle Villanueva,Madrid,28001,917 813 987,spain@visitjordan.com,0
Oficina de Turismo de la Comunidad de Madrid. Aeropuerto  de Barajas Terminal 1,OficinasTurismo.csv,"40.4641393496236, -3.5698214842707134","De lunes a sábados de 9 a 20 horas. Domingos  y festivos de 9 a 14 horas, excepto 1 de mayo, 25 de diciembre y 1 de enero, que permanecerá cerrada.",Aeropuerto Barajas,Madrid,28042,913 058 656 / Información turística y cultural: 902 100 007 ,turismo@madrid.org,0
Oficina de Turismo de la Comunidad de Madrid. Aeropuerto de Barajas Terminal 4,OficinasTurismo.csv,"40.45188738242834, -3.5859807207200376","Todos los días de 9 a 20 horas. Cerrado, 1 de mayo, 25 de diciembre y 1 de enero",Avenida Hispanidad,Madrid,28042,"Sala 11: 913 338 247             
Sala 10: 913 338 252    
Información turística y cultural: 902 100 007           
",turismo@madrid.org,0
"Oficina de Turismo de la Comunidad de Madrid. Calle Alcalá, 31",OficinasTurismo.csv,"40.41842560545147, -3.6982941133384717"," De lunes a sábados de 9 a 20 horas. Domingos y festivos (excepto: 1 de mayo, 25 de diciembre y 1 de enero) de 9 a 14 horas. ",Calle Alcala,Madrid,28014,"912 767 187   
Información turística y cultural: 902 100 007        
",turismo@madrid.org,0
Oficina de Turismo de la Comunidad de Madrid. Calle Duque de Medinaceli,OficinasTurismo.csv,"40.415295360876854, -3.6959869173057225",De lunes a sábados de 8 a 15 horas. Domingos y festivos de 9 a 14 horas,Calle Duque De Medinaceli,Madrid,28014,"Información turística y cultural:  902 100 007  / 914 294 951      
",turismo@madrid.org,0
Oficina de Turismo de la Comunidad de Madrid. Estación de Chamartín,OficinasTurismo.csv,"40.47188231136223, -3.683677137450532","De lunes a sábados de 8 a 20 horas. Domingos y festivos de 9 a 14 horas, excepto 1 de mayo, 25 de diciembre y 1 de enero, que permanecerá cerrada",Calle Agustin De Foxa,Madrid,28036,913 159 976 / Información turística y cultural: 902 100 007 ,turismo@madrid.org,0
Oficina de Turismo de la Comunidad de Madrid. Estación Puerta de Atocha,OficinasTurismo.csv,"40.4079118858889, -3.6923280851924556","De lunes a sábados de 8 a 20 horas. Domingos y festivos de 9 a 20 horas, excepto 1 de mayo, 25 de diciembre y 1 de enero, que permencerá cerrada.",Plaza Emperador Carlos V,Madrid,28045,Información turística y cultural: 902 100 007 / 915 284 630,turismo@madrid.org,0
Oficina de Turismo de la Comunidad de Madrid. Ifema. Feria de Madrid,OficinasTurismo.csv,"40.46428771594393, -3.6164023947650836","Los días en que se celebren ferias, de 11 a 17 horas",Avenida Partenon,Madrid,28042,917 210 599 / 917 210 604. Información turística y cultural: 902 100 007 ,turismo@madrid.org,0
Oficina de Turismo de la República Checa,OficinasTurismo.csv,"40.466195029254166, -3.674926102930997",Consultar telefónicamente,Avenida Pio Xii,Madrid,28016,913 457 112,,0
Oficina de Turismo de La Rioja,OficinasTurismo.csv,"40.426596411628736, -3.687839531572201",De lunes a viernes de 9 a 21:30 horas. Verano: consultar.,Calle Serrano,Madrid,28001,915 764 852,crmadrid@centroriojano.com,0
Oficina de Turismo de Malta,OficinasTurismo.csv,"40.43569358766222, -3.689677189614338",Consultar telefónicamente,Paseo Castellana,Madrid,28046,913 913 061,maltaembassy.madrid@gov.mt,0
Oficina de Turismo de Marruecos,OficinasTurismo.csv,"40.42419994442981, -3.714586252566919",Consultar telefónicamente,Calle Ventura Rodriguez,Madrid,28008,915 412 995,,0
Oficina de Turismo de México,OficinasTurismo.csv,"40.416052915045206, -3.697350209582731",Consultar telefónicamente,Carrera San Jeronimo,Madrid,28014,915 611 827,,0
Oficina de Turismo de Navarra,OficinasTurismo.csv,"40.4247929919497, -3.678968095477009",,- -,Madrid,,914 264 772,,0
Oficina de Turismo de Noruega,OficinasTurismo.csv,"40.42567672426549, -3.690989485997537",,Plaza Colon,Madrid,28046,913 440 987,,0
Oficina de Turismo de Nueva York,OficinasTurismo.csv,"40.43466453809479, -3.700501765839506", De lunes a viernes de 9 a 17:30 horas ,Calle Eloy Gonzalo,Madrid,28010,914 585 573,nuevayork@aviareps.com,0
Oficina de Turismo de Perú,OficinasTurismo.csv,"40.42672483254267, -3.67983630874813", Consultar telefónicamente ,Calle Principe De Vergara,Madrid,28001,914 314 242,lepra@embajadaperu.es,0
Oficina de Turismo de Polonia,OficinasTurismo.csv,"40.424733058522776, -3.7128707959595735",Consultar telefónicamente,Calle Princesa,Madrid,28008,915 414 808,,0
Oficina de Turismo de Portugal,OficinasTurismo.csv,"40.42991199250328, -3.6847609466814806",,Calle Lagasca,Madrid,28001,917 617 230,info@visitportugal.com,0
Oficina de Turismo de Puerto Rico,OficinasTurismo.csv,"40.420824872394476, -3.6888062705544282",Consultar telefónicamente,Calle Serrano,Madrid,28001,914 312 128,,0
Oficina de Turismo de República Dominicana,OficinasTurismo.csv,"40.435740819719065, -3.686282071961934",Consultar telefónicamente,Calle Serrano,Madrid,28006,914 177 375,,0
Oficina de Turismo de Rumanía,OficinasTurismo.csv,"40.430634374958515, -3.6737451941500177",Consultar telefónicamente,Calle Alcantara,Madrid,28006,914 014 268,,0
Oficina de Turismo de Seychelles,OficinasTurismo.csv,"40.42952907365398, -3.7152674834510426",Consultar telefónicamente,Calle Princesa,Madrid,28008,917 020 804,info@turismoseychelles.com,0
Oficina de Turismo de Suiza,OficinasTurismo.csv,"40.4241953857432, -3.712405377713949",,- -,,,00 800 100 200 30 (gratuito) ,info@myswitzerland.com,0
Oficina de Turismo de Tahití,OficinasTurismo.csv,"40.426021621426464, -3.687538961488509", Consultar telefónicamente  ,Calle Serrano,Madrid,28001,915 489 747,info.es@atout-france.fr,0
Oficina de Turismo de Tailandia,OficinasTurismo.csv,"40.429705289271205, -3.7085966548765446",,. .,,28080,,info@turismotailandes.com,0
Oficina de Turismo de Turquia,OficinasTurismo.csv,"40.416395587157496, -3.6897865586854928",Consultar telefónicamente,Calle Antonio Maura,Madrid,28014,915 597 014,turquia@telefonica.net,0
Oficina de Turismo de Túnez,OficinasTurismo.csv,"40.42966846062115, -3.7087259496279517",Consultar telefónicamente,Calle Alberto Aguilera,Madrid,28015,915 481 435,administracion@turismodetunez.com,0
Oficina de Turismo de Venezuela,OficinasTurismo.csv,"40.453269184872156, -3.6928523641457414",Consultar telefonicámente,Calle Capitan Haya,Madrid,28020,915 981 200,turismo@embajadadevenezuela.es,0
Oficina de Turismo del Ayuntamiento de Madrid. Sector Profesional,OficinasTurismo.csv,"40.41583855082183, -3.7074257084323636", De lunes a viernes de 9 a 17 horas (sólo para profesionales de turismo) ,Plaza Mayor,Madrid,28012,917 012 210,,1
Oficina Joven Comunidad de Madrid. TIVE. Calle de Fernando el Católico,OficinasTurismo.csv,"40.43442331966472, -3.717795251173153"," De lunes a viernes de 9 a 14 horas  Desde el 1 de abril hasta el 30 de septiembre de 9 a 19 horas., ininterrumpidamente, para todos los servicios excepto para las inscripciones en actividades organizadas por la Dirección General de Juventud y Deportes, que sólo se realizarán de 9 a 14 horas. ",Calle Fernando El Catolico,Madrid,28015,915 437 412,tive.juventud@madrid.org,0
Oficina Joven Comunidad de Madrid. TIVE. Calle de Recoletos,OficinasTurismo.csv,"40.42232563847626, -3.6909434067579525", De lunes a viernes de 9 a 14 horas ,Calle Recoletos,Madrid,28001,901 510 610 / 912 767 563,,0
Punto de Información Turística Aeropuerto Adolfo Suárez Madrid -  Barajas Terminal 2,OficinasTurismo.csv,"40.45188738242834, -3.5859807207200376",De lunes a domingo de 9 a 20 horas,Avenida Hispanidad,Madrid,28042,914 544 410 (nformación turística y Programa de Visitas Guiadas Oficiales),turismo@esmadrid.com,0
Punto de Información Turística Aeropuerto Adolfo Suárez Madrid - Barajas Terminal 4,OficinasTurismo.csv,"40.45188738242834, -3.5859807207200376",De lunes a domingo de 9 a 20 horas,Avenida Hispanidad,Madrid,28042,914 544 410 (información turística y Programa Visitas Guiadas Oficiales),turismo@esmadrid.com,0
Punto de Información Turística Callao (en remodelación),OficinasTurismo.csv,"40.41974735763767, -3.7061346665078845",De lunes a domingo de 9:30 a 20:30 horas,Plaza Callao,Madrid,28013,914 544 410 (información turística y Programa Visitas Guiadas Oficiales),turismo@esmadrid.com,0
Punto de Información Turística Cibeles,OficinasTurismo.csv,"40.419011767401095, -3.692206111679657",De lunes a domingo de 9:30 a 20:30 horas,Plaza Cibeles,Madrid,28014,914 544 410 (información turística y Programa Visitas Guiadas Oficiales),turismo@esmadrid.com,0
Punto de Información Turística Paseo del Arte,OficinasTurismo.csv,"40.41213027498252, -3.6994547941964946",De lunes a domingo de 9:30 a 20:30 horas. ,Calle Santa Isabel,Madrid,28012,914 544 410 (información turística y Programa Visitas Guiadas Oficiales),turismo@esmadrid.com,1
Punto de Información Turística. Centrocentro,OficinasTurismo.csv,"40.419011767401095, -3.692206111679657","  De martes a domingo de 10 a 20 horas  Cerrado todos los lunes, 1 y 6 de enero, 1 de mayo y 24, 25 y 31 de diciembre  ",Plaza Cibeles,Madrid,28014,914 544 410 (información turística y Programa Visitas Guiadas Oficiales),turismo@esmadrid.com,0
Servicio de Atención al Turista Extranjero (SATE). Comisaría de Centro,OficinasTurismo.csv,"40.421578408057876, -3.7101852392954386",Todos los días de 9 a 24 horas,Calle Leganitos,Madrid,28013,902 102 112 (denuncias 24 horas. Policía),satemadrid@esmadrid.com,0
Servicio No Presencial de Información Turística de Madrid,OficinasTurismo.csv,"40.41583855082183, -3.7074257084323636",De lunes a domingo de 9:30 a 20:30 horas,Plaza Mayor,Madrid,28012,914 544 410 (información turística y Programa Visitas Guiadas Oficiales),turismo@esmadrid.com,0
Centro de Turismo Colón,PuntosInfoTuristica.csv,"40.42500882822323, -3.6911948422827687", De lunes a domingo de 9:30 a 20:30 horas ,Plaza Colon,Madrid,28046,"914 544 410 (información turística y Programa de Visitas Guiadas Oficiales)                            
",turismo@esmadrid.com,1
Centro de Turismo Plaza Mayor,PuntosInfoTuristica.csv,"40.41583855082183, -3.7074257084323636", De lunes a domingo de 9:30 a 20:30 horas.  Venta de entradas para el Programa de Visitas Guiadas Oficiales en el Centro de turismo de lunes a domingo de 9:30 a 20:30 horas. ,Plaza Mayor,Madrid,28012,"914 544 410 (información turística y Programa Visitas Guiadas Oficiales)                                 
",turismo@esmadrid.com,1
Punto de Información Turística Aeropuerto Adolfo Suárez Madrid -  Barajas Terminal 2,PuntosInfoTuristica.csv,"40.45188738242834, -3.5859807207200376",De lunes a domingo de 9 a 20 horas,Avenida Hispanidad,Madrid,28042,914 544 410 (nformación turística y Programa de Visitas Guiadas Oficiales),turismo@esmadrid.com,0
Punto de Información Turística Aeropuerto Adolfo Suárez Madrid - Barajas Terminal 4,PuntosInfoTuristica.csv,"40.45188738242834, -3.5859807207200376",De lunes a domingo de 9 a 20 horas,Avenida Hispanidad,Madrid,28042,914 544 410 (información turística y Programa Visitas Guiadas Oficiales),turismo@esmadrid.com,0
Punto de Información Turística Callao (en remodelación),PuntosInfoTuristica.csv,"40.41974735763767, -3.7061346665078845",De lunes a domingo de 9:30 a 20:30 horas,Plaza Callao,Madrid,28013,914 544 410 (información turística y Programa Visitas Guiadas Oficiales),turismo@esmadrid.com,0
Punto de Información Turística Cibeles,PuntosInfoTuristica.csv,"40.419011767401095, -3.692206111679657",De lunes a domingo de 9:30 a 20:30 horas,Plaza Cibeles,Madrid,28014,914 544 410 (información turística y Programa Visitas Guiadas Oficiales),turismo@esmadrid.com,0
Punto de Información Turística Paseo del Arte,PuntosInfoTuristica.csv,"40.41213027498252, -3.6994547941964946",De lunes a domingo de 9:30 a 20:30 horas. ,Calle Santa Isabel,Madrid,28012,914 544 410 (información turística y Programa Visitas Guiadas Oficiales),turismo@esmadrid.com,1
Punto de Información Turística. Centrocentro,PuntosInfoTuristica.csv,"40.419011767401095, -3.692206111679657","  De martes a domingo de 10 a 20 horas  Cerrado todos los lunes, 1 y 6 de enero, 1 de mayo y 24, 25 y 31 de diciembre  ",Plaza Cibeles,Madrid,28014,914 544 410 (información turística y Programa Visitas Guiadas Oficiales),turismo@esmadrid.com,0
Servicio No Presencial de Información Turística de Madrid,PuntosInfoTuristica.csv,"40.41583855082183, -3.7074257084323636",De lunes a domingo de 9:30 a 20:30 horas,Plaza Mayor,Madrid,28012,914 544 410 (información turística y Programa Visitas Guiadas Oficiales),turismo@esmadrid.com,0
