Fichero actualizado a fecha: 2014-10-19 02:29:29
Nombre del Organismo;Descripción;DatosPersonales;Dirección;Calle;CodigoPostal;Localidad;Localidad;SoloClasificar;Teléfono;Telefax oficial;Fax;e-mail;Páginas de internet;Posicion;Información Adicional;Directorio Superior;Identificador Directorio Superior;Identificador;FechaModificacion;Enlace al contenido;
"Biblioteca Pública Municipal de Ledesma";;"Esteban Javier Martín Cuadrado";;"Calzada de San Pedro, 6";"37100";"Ledesma";"1179298264641";;"923 57 00 86";;"923 57 06 00";"biblioledesma@hotmail.com";;"41.08785854293864#-5.999264717102051#88";;"Salamanca";"1284269350572";1195686996655;20140516;"http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1195686996655/DirectorioPadre";
"Biblioteca Pública Municipal de Lumbrales";;"Marisol Benito Gajate";;"C/ Las Cruces, 48";"37240";"Lumbrales";"1179298266922";;"923 512 375";;;"puntoinfjuvenil@terra.es";;"40.937961091222355#-6.722517013549805#88";;"Salamanca";"1284269350572";1195686997533;20140313;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSalamanca/es/Plantilla100Detalle/1284212879599/_/1195686997533/DirectorioPadre";
"Biblioteca Pública Municipal de Cantalpino";;"Cristina López Peralta";;"C/ Vallesa, 28";"37405";"Cantalpino";"1179298211879";;"923 532 252";;"923 532 151";"amarlo9@hotmail.com";;"41.05459904869285#-5.330471992492676#88";;"Salamanca";"1284269350572";1195687015392;20140313;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSalamanca/es/Plantilla100Detalle/1284212879599/_/1195687015392/DirectorioPadre";
"Biblioteca Pública Municipal de Fuentes de Oñoro";"Biblioteca Pública Municipal de Fuentes de Oñoro";"Ana Teresa Ribeiro";"Plaza de Europa, 1. 37480 Fuentes de Oñoro ( Salamanca )";"Plaza de Europa, 1";"37480";"Fuentes de Oñoro";"1179298245515";;"923 473 008";;"923 473 021";"alcaldefo@microshopnet.net";;"40.60584012944787#-6.823453903198242#88";;"Salamanca";"1284269350572";1195687063419;20140313;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSalamanca/es/Plantilla100Detalle/1284212879599/_/1195687063419/DirectorioPadre";
"Biblioteca Pública Municipal de Robleda";;"Tomás Mateos Calzada";;"Plaza de la Constitución, 1";"37521";"Robleda";"1179298320494";;"923 486 201";;"923 486 201";"aytorobleda@retemail.es";;"40.38486655180834#-6.607246398925781#88";;"Salamanca";"1284269350572";1195801332370;20140313;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSalamanca/es/Plantilla100Detalle/1284212879599/_/1195801332370/DirectorioPadre";
"Taller de Lectura del Barrio Vidal de Salamanca";;;"C/ Emigdio de la Riva, 17. 37006 Salamanca";"C/ Emigdio de la Riva, 17";"37006";"Salamanca";"1179298323669";;;;;;"http://bibliotecas.aytosalamanca.es/";"40.975232520986964#-5.667057037353516#88";;"Salamanca";"1284269350572";1207035241688;20140313;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSalamanca/es/Plantilla100Detalle/1284212879599/_/1207035241688/DirectorioPadre";
"Biblioteca Pública Municipal de Navas de Oro";;"Mª Ángeles Vela Muñoz";"Plaza Orceña, 1. 40470 Navas de Oro";"Plaza Orceña, 1";"40470";"Navas de Oro";"1179298529686";;"921 591 000";;;"marianvela17@hotmail.com";;"41.194447097364396#-4.440364837646484#88";;"Segovia";"1284269350926";1191909671289;20140313;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSegovia/es/Plantilla100Detalle/1284212879636/_/1191909671289/DirectorioPadre";
"Biblioteca Pública Municipal ""Cronista Herrera"" de Cuéllar";;"Ainhoa Iglesias Bayón";"C/ Escuelas Viejas, 9. 40200 Cuéllar";"C/ Escuelas Viejas, 9";"40200";"Cuéllar";"1179298428248";;"921 144 855";;;"biblioteca.municipal@aytocuellar.es";;"41.400151376049074#-4.314665794372559#88";;"Segovia";"1284269350926";1191996715191;20140313;"http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1191996715191/DirectorioPadre";
"Biblioteca Pública de Segovia";;;;"C/ Juan Bravo, 11";"40001";"Segovia";"1179298563848";;"921 463 533";;"921 463 523";"bpsegovia@jcyl.es";"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSegovia/es/Plantilla66y33/1284212879636/_/_/_";"40.94905356643355#-4.122339338064194#106";;"Segovia";"1284269350926";1284270495825;20140313;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284270495825/DirectorioPadre";
"Biblioteca Pública Municipal de Abejar";;;"C/ Barrancazo, s/n. 42146 Abejar";"C/ Barrancazo, s/n";"42146";"Abejar";"1179469096371";;;;;;;"41.80785289119745#-2.7850770950317383#88";"<p>Servicio interrumpido.</p>
<p>Recibe visita Bibliob&uacute;s A, Ruta 3</p>";"Soria";"1284269351095";1194246970320;20140313;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSoria/es/Plantilla100Detalle/1284212879671/_/1194246970320/DirectorioPadre";
"Biblioteca Pública Municipal de Almazán";;"Ana Isabel Ibáñez Soriano ";"C/ Plaza de los Olmos, 7. 42200 Almazán";"C/ Plaza de los Olmos, 7";"42200";"Almazán";"1179469107806";;"975 301 280";;;"tirsobiblio@hotmail.com";;"41.48620577874484#-2.535223960876465#88";;"Soria";"1284269351095";1194246974817;20140313;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSoria/es/Plantilla100Detalle/1284212879671/_/1194246974817/DirectorioPadre";
"Biblioteca Pública Municipal de Almarza";;"Nicolás Romera Alcazar";"C/ Marqués de Vadillo, 27. 42160 Almarza";"C/ Marqués de Vadillo, 27";"42160";"Almarza";"1179469105145";;"975 250 215";;;"frayconrado@hotmail.com";;"41.94458516685302#-2.4683618545532226#88";;"Soria";"1284269351095";1194246981010;20140313;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSoria/es/Plantilla100Detalle/1284212879671/_/1194246981010/DirectorioPadre";
"Biblioteca Pública Municipal de Medinaceli";;"Irene Arteaga Quiñónez";"C/ Severo Ochoa, 12. 42240 Medinaceli";"C/ Severo Ochoa, 12";"42240";"Medinaceli";"1179469162258";;;;;"bpm.medinaceli@gmail.com";;"41.16540935714983#-2.424008846282959#94";;"Soria";"1284269351095";1194247024300;20140313;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSoria/es/Plantilla100Detalle/1284212879671/_/1194247024300/DirectorioPadre";
"Biblioteca Pública Municipal de Portillo";;"Purificación Garrote Martín";;"Subida Distrito 1, 2º";"47160";"Portillo";"1179469277584";;"983 556 583";;;"pgmpuri@hotmail.com";;"41.47627111902542#-4.590611457824707#88";;"Valladolid";"1284269351464";1193641920955;20140313;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaValladolid/es/Plantilla100Detalle/1276515979208/_/1193641920955/DirectorioPadre";
"Biblioteca Pública Municipal de Tordesillas";;"Rita Santiago Valea";"Pza Presentación Bastida, 1. Casas del Tratado. 47100 Tordesillas (Valladolid)";"Pza Presentación Bastida, 1. Casas del Tratado";"47100";"Tordesillas";"1179469304512";;"983 796 392";;;"biblioteca@tordesillas.net";;"41.50089599480836#-5.000410079956055#88";;"Valladolid";"1284269351464";1193641923256;20140313;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaValladolid/es/Plantilla100Detalle/1276515979208/_/1193641923256/DirectorioPadre";
"Punto de Préstamo Barrio de La Pilarica. Valladolid";;;;"Centro Cívico. C/ Puente la Reina, 1";"47011";"Valladolid";"1179469311668";;"983 396 577";;;;;"41.652232554345595#-4.707427024841309#88";;"Valladolid";"1284269351464";1202287459920;20140313;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaValladolid/es/Plantilla100Detalle/1276515979208/_/1202287459920/DirectorioPadre";
"Centro de Información, Documentación y Estudios Sociolaborales (CIDES). Valladolid";;;;"C/ San Benito,1";"47003";"Valladolid";"1179469311668";;"983 426 192";"983 426 372";;"cides@ava.es";"http://ime.nds.es/IME/CIDES";"41.65473365569172#-4.729142189025879#88";;"Valladolid";"1284269351464";1202287827444;20140313;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaValladolid/es/Plantilla100Detalle/1276515979208/_/1202287827444/DirectorioPadre";
"Biblioteca Pública Municipal de Santovenia de Pisuerga";;"Belinda Escribano Corral";;"C/ Real, s/n";"47155";"Santovenia de Pisuerga";"1179469298627";;"983 404 092";;;"biblioteca.santovenia@dip-valladolid.es";;"41.68919406962503#-4.689702987670898#88";;"Valladolid";"1284269351464";1203344709434;20140313;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaValladolid/es/Plantilla100Detalle/1276515979208/_/1203344709434/DirectorioPadre";
"Biblioteca Pública de Valladolid";;;;"Plaza de la Trinidad, 2";"47003";"Valladolid";"1179469311668";;"983 358 599";;"983 359 040";"bpvalladolid@jcyl.es";"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaValladolid/es/Plantilla66y33/1276515979208/_/_/_";"41.65734888616055#-4.730241894721985#112";;"Valladolid";"1284269351464";1284253069897;20140313;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284253069897/DirectorioPadre";
"Biblioteca Pública Municipal Centro Cultural de Benavente";"Biblioteca Pública Municipal Centro Cultural ""Soledad González"" de Benavente";"María José Pérez Rodríguez";"Paseo Soledad González, 3. 49600 Benavente (Zamora)";"Paseo Soledad González, 3";"49600";"Benavente";"1179469338450";;"980 632 568 (Btca.), 980 630 445 (Ayto.)";;"980 632 568 (Btca.), 980 636 108 (Ayto.)";"mjperez@benavente.es";"http://www.benavente.es/aytobenavente/Servicios%20al%20Ciudadano/Biblioteca/Informaci%F3n%20general/Presentaci%F3n";"42.00514068119825#-5.682120323181152#94";;"Zamora";"1284269351631";1191909662905;20140313;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaZamora/es/Plantilla100Detalle/1284212879708/_/1191909662905/DirectorioPadre";
"Biblioteca del Campus Viriato de la Universidad de Salamanca. Zamora";;"Carmen Flores Ramos";"Campus Viriato, Avda. Requejo, 33. 49022 Zamora";"Campus Viriato, Avda. Requejo, 33";"49022";"Zamora";"1179469491795";;"980 545 000 Ext. 3709";"980 545 005";;;"http://sabus.usal.es/";"41.51269075845857#-5.7343590259552#94";;"Zamora";"1284269351631";1197282424254;20140313;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaZamora/es/Plantilla100Detalle/1284212879708/_/1197282424254/DirectorioPadre";
"Biblioteca Pública Municipal de Manganeses de la Lampreana";"Biblioteca Pública Municipal de Manganeses de la Lampreana";"Elvira Calvo Temprano";"Plaza Ayuntamiento, 1. 49130 Manganeses de la Lampreana (Zamora)";"Plaza Ayuntamiento, 1";"49130";"Manganeses de la Polvorosa";"1179469390193";;"980 588 114(Ayto.)";;"980 588 114 (Ayto.)";"BPM.MANGA@gmail.com";;"41.75101623663362#-5.7119035720825195#88";;"Zamora";"1284269351631";1203344050578;20140313;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaZamora/es/Plantilla100Detalle/1284212879708/_/1203344050578/DirectorioPadre";
"Biblioteca Pública Municipal de Villamayor de Campos";"Biblioteca Pública Municipal de Villamayor de Campos";"Justa Palmero Aguado";"Plaza Nueva de España, 8. 49131 Villamayor de Campos (Zamora)";"Plaza Nueva de España, 8";"49131";"Villamayor de Campos";"1179469484745";;"980 662 635 (Ayto.)";;"980 662 635 (Ayto.)";"BPM.VCAMP@gmail.com";;"41.898923121929165#-5.360298156738281#88";;"Zamora";"1284269351631";1203344084139;20140313;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaZamora/es/Plantilla100Detalle/1284212879708/_/1203344084139/DirectorioPadre";
"Centro Cultural Miguel Delibes (El Hoyo de Pinares)";;;;"C/ Apolinar Estévez, 28";"05250";"Hoyo de Pinares (El)";"1179297221775";;"91 863 81 37";;;;;"40.50077996963693#-4.425344467163086#88";"<p>El centro cuenta con una sala de exposiciones, adem&aacute;s de biblioteca, ludoteca y cibercentro.</p>";"Ávila";"1284266923596";1284308452480;20140314;"http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1284308452480/DirectorioPadre";
"Casa de Cultura Jesús Meneses (Villamuriel de Cerrato)";"PUBLICA";;;"Avenida Aguilera, s/n";"34190";"Villamuriel de Cerrato";"1179298140262";;"979 776191";;;;;"41.94201#-4.5108776#88";"ES UN CONJUNTO DOTACIONAL SITUADO EN EL BORDE NORTE DEL NUCLEO URBANO, QUE SE COMPONE DE UN CONJUNTO DE AULAS, BIBLIOTECA Y EL TEATRO-AUDITORIUM, JUNTO A UNA SERIE DE SERVICIOS E INSTALACIONES ANEXAS, ESTRUCTURADOS COMO ESPACIOS DIFERENCIADOS EN TORNO A UN PATIO CENTRAL Y EN EL QUE UN VESTIBULO CENTRAL ACTUA COMO DISTRIBUIDOR.";"Palencia";"1284266925651";1284236122386;20140124;"http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1284236122386/DirectorioPadre";
"Edificio de Usos Múltiples (Fuentes de Nava)";;;;"Edificio de usos múltiples";"34337";"Fuentes de Nava";"1179298083590";;;;;;;"42.083744#-4.783399#88";;"Palencia";"1284266925651";1284236224493;20140124;"http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1284236224493/DirectorioPadre";
"Sala de Cultura (Ampudia)";;;;"C/ Peñuelas, 1";"34191";"Ampudia";"1179298056618";;"979 768 025";;;;;"41.91488809684547#-4.780160433508286#94";;"Palencia";"1284266925651";1284305041558;20140213;"http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1284305041558/DirectorioPadre";
"Centro Cultural Nelson Mandela (Terradillos)";;;;"C/ Trasera de Tormes, s/n (Urbanización El Encinar)";"37882";"Terradillos";"1179298355297";;"923 373 160";;"923 308 227";;;"40.88400992552968#-5.584573745727539#82";;"Salamanca";"1284266925920";1284260274109;20140124;"http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1284260274109/DirectorioPadre";
"Centro Cultural Enrique de Sena (Santa Marta de Tormes)";;;;"Plaza de la Iglesia, s/n";"37900";"Santa Marta de Tormes";"1179298334099";;"923 200 005";;;;;"40.94953369178347#-5.627102851867676#94";;"Salamanca";"1284266925920";1284305378180;20140214;"http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1284305378180/DirectorioPadre";
"Teatro Casa de la Cultura Antonio Gamoneda (Villamayor)";;;;"C/ Escuelas Nuevas, s/n";"37185";"Villamayor";"1179298370510";;"923 289 418";;;;;"40.999139969497925#-5.692119598388672#94";;"Salamanca";"1284266925920";1284305892589;20140217;"http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1284305892589/DirectorioPadre";
"La Cárcel de Segovia. Centro de Creación";;;;"Avenida Juan Carlos I, s/n";"40004";"Segovia";"1179298563848";;"921 466 706 (Concejalía de Cultura del Ayuntamiento de Segovia)";;;"info@lacarceldesegovia.com";"http://www.lacarceldesegovia.com/";"40.93940372489368#-4.109594821929932#88";"<p>La antigua prisi&oacute;n provincial de Segovia se ha transformado, mediante una rehabilitaci&oacute;n, en un espacio multidisciplinar dedicado a fomentar la creaci&oacute;n art&iacute;stica, a impulsar las industrias creativas en Segovia y a desarrollar la creatividad de todos como forma de realizaci&oacute;n personal.</p>";"Segovia";"1284266926232";1284245668919;20131219;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284245668919/DirectorioPadre";
"Centro de Cultura Eloy Arribas (Pedrajas de San Esteban)";"Ayuntamiento de Pedrajas de San Esteban";;;"Calle Pinar, 1";"47430";"Pedrajas de San Esteban";"1179469271961";;"983 625 013, 983 605 005";;"983 625 137";"cultura@pedrajas.es";;"41.3381497476318#-4.582425355911255#88";;"Valladolid";"1284266926630";1284236122527;20140124;"http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1284236122527/DirectorioPadre";
"Centro Social El Mirador (Peñafiel)";;;;"C/ Derecha al Coso, 43";"47300";"Peñafiel";"1179469273430";;"983 880 564";;;;;"41.595116#-4.1159277#88";"En este edificio se encuentran las siguientes oficinas: Proder, CEAS (Centro de Acción Social), OMIC (Oficina de Consumo) y la Oficina de Animación Sociocultural.";"Valladolid";"1284266926630";1284236169940;20140124;"http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1284236169940/DirectorioPadre";
"Centro Multiusos La Vega (Arroyo de la Encomienda)";;;;"Avda. Colón, 80";;"Arroyo de la Encomienda";"1179469235248";;"983 406 055, 983 407 888";;;;;"41.609442275546755#-4.790060520172119#94";;"Valladolid";"1284266926630";1284307080532;20140219;"http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1284307080532/DirectorioPadre";
"Casa de Cultura (Nava del Rey)";;;;"Plaza Verdura, s/n";"47500";"Nava del Rey";"1179469268880";;"983 694 001";;;;;"41.33129820742086#-5.0800395011901855#100";;"Valladolid";"1284266926630";1284307312202;20140220;"http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1284307312202/DirectorioPadre";
"Casa de Cultura (Villanubla)";;;;"Avda. Marcelo González Martín, 4";"47620";"Villanubla";"1179469324357";;"983 560 211";;;;;"41.6983189816858#-4.835529327392578#94";;"Valladolid";"1284266926630";1284307375242;20140220;"http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1284307375242/DirectorioPadre";
"Salón Cultural La Cilla (La Seca)";;;;"Plaza España";"47491";"Seca (La)";"1179469299749";;"983816318";;;"info@ayuntamientolaseca.com";"http://www.laseca.ayuntamientosdevalladolid.es";"41.4144754#-4.907064300000002#88";;"Valladolid";"1284266926630";1409209785590;20140828;"http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1409209785590/DirectorioPadre";
"Zamora";;;;;;;;"Si";;;;;;;;"Centros culturales polivalentes";"1284235937971";1284266926849;20130429;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284266926849/DirectorioPadre";
"Sala de Exposiciones";;;;"C/ Nicolás Rabal, 19";"42003";"Soria";"1179469197687";;;;;;;"41.763035#-2.4722428#88";;"Soria";"1284267226433";1284236221707;20130531;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284236221707/DirectorioPadre";
"Ávila";;;;;;;;"Si";;;;;;;;"Salas de exposiciones y galerías de arte";"1284235939176";1284267225572;20140226;"http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1284267225572/DirectorioPadre";
"Sala de Exposiciones del Torreón de los Guzmanes";;;;"Plaza del Corral de Campanas, s/n";"05001";"Ávila";"1179297192481";;"920 357 129";;;;;"40.65523177314907#-4.701515436172485#88";"<p>El Palacio de los M&uacute;jica, actual sede de la Diputaci&oacute;n de &Aacute;vila, es una construcci&oacute;n que data del siglo XV y es conocido en &Aacute;vila como &quot;el Torre&oacute;n de los Guzmanes&quot;.</p>";"Ávila";"1284267225572";1284279686109;20130726;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284279686109/DirectorioPadre";
"Aula Espolón";"Privada";;;"Paseo del Espolón, 32.";"09003";"Burgos";"1179297447246";;"947 203 788";;;;;"42.340805#-3.700564#88";;"Burgos";"1284267225717";1284236168350;20130531;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284236168350/DirectorioPadre";
"Sala de Exposiciones de Caja Círculo";"Gestionada por la Obra Social de Caja Círculo";;;"San Pablo, 12";"09002";"Burgos";"1179297447246";;"947 288 200";;"947 288 256";;;"42.3381#-3.6992743#88";"<p><strong>Metro cuadrados: </strong>163<br />
<strong>Metros lineales: </strong>37<br />
&nbsp;</p>";"Burgos";"1284267225717";1284236168745;20130531;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284236168745/DirectorioPadre";
"Ateneo Cultural El Albéitar (Universidad de León)";"Universidad de León";;;"C/ Luis de Sosa, s/n";"24071";"León";"1179297860755";;"987 291 634";;;"recsac@unileon.es";;"42.593582#-5.5759754#88";;"León";"1284267225858";1284236223705;20130507;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284236223705/DirectorioPadre";
"Salas de Exposiciones del Torreón de Lozoya";"Gestionada por la Obra Social de Caja Segovia";;;"Plaza de San Martín, 5";"40001";"Segovia";"1179298563848";;"921 462 461";;"921 461 063";;;"40.948746#-4.1212955#88";"<p>Construido en el Siglo XIV. Llama la atenci&oacute;n el arco de medio punto que sirve de entrada. Est&aacute; situado en una preciosa plaza, rodeado de otros importantes monumentos, como la Iglesia de San Mart&iacute;n o la Casa del Siglo XV.<br />
<br />
Pertenece a Caja Segovia, y es su Centro Cultural y Sala de Exposiciones.<br />
<br />
Las salas de exposiciones del Torre&oacute;n de Lozoya se agrupan en dos &aacute;reas denominadas Salas de Palacio y Salas de Caballerizas, que disponen de climatizaci&oacute;n con control de humedad y temperatura, vigilancia, alarma, circuito cerrado de televisi&oacute;n, personal propio de montaje, pintura parietal ign&iacute;fuga etc. Ambas salas ofrecen la posibilidad de montaje en varillas o paneles y cuentan con focos dirigibles.<br />
<br />
Superficie:<br />
Salas de Palacio: 361,61 m2.<br />
Salas de Caballerizas: 185,76 m2.<br />
<br />
<br />
<br />
Horario:<br />
<br />
Laborables de 17,00 a 21,00 hrs. S&aacute;bados y festivos de 12,00 a 14,00 y de 17,00 a 21,00 hrs.<br />
<br />
<br />
&nbsp;</p>";"Segovia";"1284267226286";1284236223556;20130531;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284236223556/DirectorioPadre";
"Sala de Exposiciones de Caja Duero";;;;"C/ El Collado, 45";"42003";"Soria";"1179469197687";;;;;;;"41.764168#-2.4673593#88";"<strong>Horario de visitas<strong>:<br /> <br /> Lunes a viernes:<br /> Por las mañanas en horario de oficina.<br /> Por las tardes: de 19 a 21 hrs.<br /> <br /> Domingos y festivos:<br /> de 11:30 a 13:30 hrs.<br />";"Soria";"1284267226433";1284236175655;20130531;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284236175655/DirectorioPadre";
"Galería de Arte Rafael";"Titularidad Privada";;;"C/ Miguel Íscar, 11";"47001";"Valladolid";"1179469311668";;"983 355097";;;;;"41.64852#-4.727948#88";;"Valladolid";"1284267226575";1284236172013;20130603;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284236172013/DirectorioPadre";
"Galería de Arte Samuel";"Titularidad Privada";;;"C/ Libreria, 9-11";"47001";"Valladolid";"1179469311668";;"983308833";;;;;"41.652336#-4.721071#88";;"Valladolid";"1284267226575";1284236172084;20130603;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284236172084/DirectorioPadre";
"Sala de Exposiciones (Caja España-Duero)";"Sala de Exposiciones propiedad de la Obra Social de Caja España-Duero";;;"PLZA. DE MADRID, 1.";;"Valladolid";"1179469311668";;;;;;;"41.648117#-4.725577#88";"<p>Sala Cultural propia de la Obra Social de Caja Espa&ntilde;a-Duero en la que se organizan exposiciones de arte, as&iacute; como diferentes actividades culturales.</p>";"Valladolid";"1284267226575";1284236237964;20130603;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284236237964/DirectorioPadre";
"Sala de Exposiciones del Centro de Recursos Turísticos";"Gestionada por el Ayuntamiento de Valladolid";;;"Acera de Recoletos, s/n";"47004";"Valladolid";"1179469311668";;"983 219 310";;;"informacion@valladolidturismo.com";;"41.64696749880936#-4.729171693325043#82";"<p>Durante todo el a&ntilde;o, se exhiben en la Sala de Exposiciones del Centro de Recursos Tur&iacute;sticos, parte de las diferentes muestras de la creatividad art&iacute;stica, tanto de art&iacute;fices vallisoletanos, como de los procedentes de otros lugares. Igualmente en ocasiones este espacio acoge conferencias, ruedas de prensa o presentaciones.</p>
<p><strong>Horario:</strong> Diarios de 9:00 a 14:00 h. Domingos de 9:30 a 17:00 h. (Del 1 de julio al 17 de septiembre el horario de lunes a domingo es de 9:00 a 20:00 h.).</p>";"Valladolid";"1284267226575";1284261004304;20131219;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284261004304/DirectorioPadre";
"Burgos";;;;;;;;"Si";;;;;;;;"Salones de actos";"1284235939494";1284268281838;20130508;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284268281838/DirectorioPadre";
"Salón de Actos de la Cámara Oficial de Comercio e Industria de Salamanca";;;;"Pza. Sexmeros, 2";"37001";"Salamanca";"1179298323669";;"923 211 797";;"923 280 146";;;"40.96503#-5.6618915#88";"<p>Se utiliza como sala de conferencias.</p>
<ul>
<li>Aforo: 130</li>
<li>Butacas: 130</li>
</ul>";"Salamanca";"1284268282836";1284236226179;20130508;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284236226179/DirectorioPadre";
"Sala Cultural ""Alfonsa de la Torre"" (Cuéllar)";;;;"C/ Solana Alta, 5";"40200";"Cuéllar";"1179298428248";;;;;;;"41.401495344743324#-4.314258098602295#88";;"Segovia";"1284268283442";1284252957856;20140425;"http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1284252957856/DirectorioPadre";
"Ávila";;;;;;;;"Si";;;;;;;;"Teatros";"1284235939714";1284266731558;20140226;"http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1284266731558/DirectorioPadre";
"Burgos";;;;;;;;"Si";;;;;;;;"Teatros";"1284235939714";1284266731825;20130426;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284266731825/DirectorioPadre";
"León";;;;;;;;"Si";;;;;;;;"Teatros";"1284235939714";1284266732403;20130426;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284266732403/DirectorioPadre";
"Teatro Municipal de La Bañeza";;;;"C/ Padre Miguélez, 16";"24750";"Bañeza (La)";"1179297770767";;"987 640 952 /Ayto. de La Bañeza)";;"987 642 056";"teatromunicipal@aytobaneza.es";"http://www.xn--teatrolabaeza-rkb.es/";"42.29903992643943#-5.897689461708069#88";;"León";"1284266732403";1284259700628;20141015;"http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1284259700628/DirectorioPadre";
"Teatro León Felipe (Sequeros)";;;;"C/ Teatro, s/n";"37650";"Sequeros";"1179298337572";;"923 437 001";;;;"http://www.teatroleonfelipe.com/";"40.512086248725765#-6.025142669677734#94";"<p>&nbsp;</p>
<p>&nbsp;</p>";"Salamanca";"1284266733056";1284305888989;20140217;"http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1284305888989/DirectorioPadre";
