Fichero actualizado a fecha: 2014-10-19 03:52:48
DescripcionBlob;NombreEntidad;DirectorioRelacionado;DirectorioRelacionado;Localidad;Tipo de Gestión;Horario de apertura;Requisitos específicos para el acceso;Accesibilidad;Servicios disponibles;Información Adicional;Identificador;FechaModificacion;Enlace al contenido;
"<p>Especializada en publicaciones de Historia, Arte, Arqueolog&iacute;a, Museolog&iacute;a y otras disciplinas relacionadas con la conservaci&oacute;n del patrimonio hist&oacute;rico-art&iacute;stico, tanto de car&aacute;cter general como provincial y regional.</p>
<p>Abierta a p&uacute;blico interesado, especialmente personal docente, estudiantes de cualquier nivel, arque&oacute;logos e investigadores.</p>
<p><br />
<br />
&nbsp;</p>";"Biblioteca del Museo de Zamora (Zamora)";"Biblioteca del Museo de Zamora";"1197282433863";"Zamora";;"<p>Lunes-viernes de 9-14 (ampliable previa concertaci&oacute;n)</p>
<p>&nbsp;</p>";;;"<p>Consulta en sala, Pr&eacute;stamo, Informaci&oacute;n bibliogr&aacute;fica, Servicio de reprograf&iacute;a y Pr&eacute;stamo interbibliotecario en colaboraci&oacute;n con la Biblioteca P&uacute;blica de Zamora.<br />
&nbsp;</p>";"<ul>
<li>Recursos:</li>
</ul>
<p><br />
7921 libros 73 publicaciones peri&oacute;dicas 25 publicaciones con diapositivas 101 audiovisuales 83 mapas y planos 83 CD-ROM</p>
<p>&nbsp;</p>
<ul>
<li>Equipamiento:</li>
</ul>
<p><br />
8 puestos de lectura<br />
&nbsp;</p>";1284222793235;20140311;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaZamora/es/Plantilla100Detalle/1284212879708/_/1284222793235/DirectorioPadre";
"<span id=""_CSEMBEDTYPE_=inclusion&amp;_PAGENAME_=Portal_Bibliotecas%2FRecurso%2FBibliotecasPlantillaImagenCentro&amp;_herramienta_=true&amp;_cid_=1284223304684&amp;_c_=Recurso&amp;_PACKEDARGS_=variableIdioma=idioma$variableTipoLetra=tipoLetra&amp;_deps_=exists""><i>[Contenido incluido(Id:1284223304684;Tipo:Recurso)]</i></span>";"Biblioteca Pública Municipal de Briviesca";"Biblioteca Pública Municipal de Briviesca";"1193219664631";"Briviesca";;"<p>Lunes a viernes : 10:00 a 14:00 h ; 17:00 a 21:00 h. S&aacute;bados: 10:00 a 14:00 h.&nbsp;</p>";;;"<ul>
<li>Pr&eacute;stamo</li>
<li>Consulta e informaci&oacute;n</li>
<li>Acceso a Internet</li>
<li>Infantil y Juvenil</li>
<li>Fondo local</li>
<li>Reprograf&iacute;a</li>
<li>Consulta de documentos sonoros, audiovisuales y electr&oacute;nicos</li>
<li>Acceso a bases de datos en l&iacute;nea y CD-ROM<br />
&nbsp;</li>
</ul>";"<ul>
<li>Recursos: Libros, peri&oacute;dicos y revistas, audiovisuales, multimedia, recursos electr&oacute;nicos.</li>
</ul>";1284223000184;20140307;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaBurgos/es/Plantilla100Detalle/1284212879414/_/1284223000184/DirectorioPadre";
;"Punto de Préstamo Barrio San Pedro Regalado. Valladolid";"Punto de Préstamo Barrio de San Pedro Regalado. Valladolid";"1202287460555";"Valladolid";;"<p><strong>Tardes:martes, jueves y&nbsp;viernes</strong>: de&nbsp;17:30 a 19:30 h.<br />
<strong>S&aacute;bados</strong>: de 11:30 a 13:30 h.</p>
<p>En periodo de <strong>vacaciones escolares </strong>el horario&nbsp;es: martes, jueves y viernes de&nbsp;11:30 a 13:30 h.</p>";;;"<ul>
<li>Consulta en&nbsp;sala</li>
<li>Pr&eacute;stamo&nbsp;</li>
<li>Acceso a internet</li>
<li>Informaci&oacute;n bibliogr&aacute;fica</li>
<li>Actividades culturales y de animaci&oacute;n a la lectura&nbsp;</li>
</ul>";"<p><strong>Recursos:<br />
</strong>Fondo bibliogr&aacute;fico formado por libros (entre 3000 y 5000 vol&uacute;menes)y publicaciones peri&oacute;dicas. Colecci&oacute;n de DVDs (entre 1000 y 1500 ejemplares). <br />
<br />
<strong>Equipamiento:<br />
</strong>Puestos de consulta; tel&eacute;fono. <br />
<br />
<strong>Equipamiento inform&aacute;tico:<br />
</strong>2 ordenadores para acceso p&uacute;blico con Internet. <br />
&nbsp;</p>";1284223136366;20140404;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaValladolid/es/Plantilla100Detalle/1276515979208/_/1284223136366/DirectorioPadre";
"<span id=""_CSEMBEDTYPE_=inclusion&amp;_PAGENAME_=Portal_Bibliotecas%2FRecurso%2FPlantillaContenidoImagenIzda&amp;_herramienta_=true&amp;_cid_=1284223266419&amp;_c_=Recurso&amp;_PACKEDARGS_=variableIdioma=idioma$variableTipoLetra=tipoLetra&amp;_deps_=exists""><i>[Contenido incluido(Id:1284223266419;Tipo:Recurso)]</i></span>";"Biblioteca Pública Municipal de Quintanar de la Sierra";"Biblioteca Pública Municipal de Quintanar de la Sierra";"1193378559579";"Quintanar de la Sierra";;"<p>Lunes, martes, mi&eacute;rcoles y&nbsp;viernes:&nbsp;17:00 a 20:00 horas<br />
Jueves:&nbsp;10:00 a 13:00 horas<br />
&nbsp;</p>";;;"<ul>
<li>Pr&eacute;stamo y Pr&eacute;stamo interbibliotecario</li>
<li>Consulta e Informaci&oacute;n</li>
<li>Acceso a Internet</li>
<li>Infantil y juvenil</li>
<li>Fondo local</li>
<li>Reprograf&iacute;a&nbsp;<br />
&nbsp;</li>
</ul>";"<ul>
<li>Recursos: Libros, peri&oacute;dicos y revistas, audiovisuales y multimedia</li>
</ul>";1284223174754;20140308;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaBurgos/es/Plantilla100Detalle/1284212879414/_/1284223174754/DirectorioPadre";
"<span id=""_CSEMBEDTYPE_=inclusion&amp;_PAGENAME_=Portal_Bibliotecas%2FRecurso%2FPlantillaImagenCentro&amp;_herramienta_=true&amp;_cid_=1284223295415&amp;_c_=Recurso&amp;_PACKEDARGS_=variableIdioma=idioma$variableTipoLetra=tipoLetra&amp;_deps_=exists""><i>[Contenido incluido(Id:1284223295415;Tipo:Recurso)]</i></span>";"Biblioteca Pública Municipal de Alcañices. Centro Cultural ""San Francisco"" (Zamora)";"Biblioteca Pública Municipal. Centro Cultural de Alcañices";"1203344029986";"Alcañices";;"<p><strong>Martes a domingo: </strong></p>
<ul>
<li>Ma&ntilde;anas de 11:00 a 14:00</li>
<li>Tardes de 16:00 a 19:00<br />
&nbsp;</li>
</ul>";;"El acceso por parte de los usuarios será, con carácter general, libre y gratuito, sin perjuicio de los derechos que sean exigibles por la utilización de servicios de reprografía, préstamo interbibliotecario y otros que puedan hacerse por vía reglamentaria.
";"<ul>
<li>Informaci&oacute;n y referencia</li>
<li>Lectura en sala</li>
<li>Hemeroteca&nbsp;</li>
<li>Fondo local</li>
<li>Pr&eacute;stamo de libros y documentos audiovisuales y electr&oacute;nicos</li>
<li>Actividades culturales y de animaci&oacute;n a la lectura</li>
<li>Formaci&oacute;n de usuarios y visitas escolares&nbsp;</li>
<li>Secci&oacute;n infantil-juvenil</li>
</ul>
<p>&nbsp;</p>";"<p><strong>Recursos:</strong></p>
<ul>
<li>M&aacute;s de 5.500 libros, tanto para el usuario adulto como infantil</li>
<li>4&nbsp;peri&oacute;dicos diarios y&nbsp;11 t&iacute;tulos de revistas</li>
<li>M&aacute;s de 700 documentos&nbsp;electronicos y audiovisuales&nbsp;<br />
&nbsp;</li>
</ul>
<p><strong>Instalaciones:</strong></p>
<ul>
<li>La superficie &uacute;til de la la bibioteca es de 70 metros cuadrados</li>
<li>40 puestos de&nbsp;conculta<br />
&nbsp;</li>
</ul>
<p><strong>Equipamiento inform&aacute;tico:</strong></p>
<ul>
<li>1 ordenador para gesti&oacute;n interna</li>
<li>5 ordenadores de&nbsp;uso p&uacute;blico&nbsp;</li>
<li>4 impresoras de uso p&uacute;blico</li>
<li>1 esc&aacute;ner de uso p&uacute;blico&nbsp;</li>
</ul>
<p>&nbsp;</p>";1284223241836;20140311;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaZamora/es/Plantilla100Detalle/1284212879708/_/1284223241836/DirectorioPadre";
;"Biblioteca Pública Municipal de Almazán";"Biblioteca Pública Municipal de Almazán";"1194246974817";"Almazán";;"<p><strong>Lunes a Viernes:<br />
</strong>Ma&ntilde;anas: de 10:30 a 13:00 h.&nbsp;;&nbsp;Tardes:&nbsp;de 17:00 a 20:30 h.</p>
<p><strong>S&aacute;bados</strong>:<br />
Ma&ntilde;ana: de 10:30 a 13:00 h.</p>
<p>&nbsp;</p>";;;"<ul>
<li>Pr&eacute;stamo infantil y adulto.</li>
<li>Pr&eacute;stamo interbibliotecario.</li>
<li>Informaci&oacute;n y referencia.</li>
<li>Fondo de estudios locales.</li>
<li>Consulta de documentos audiovisuales.</li>
<li>Acceso a Internet.</li>
<li>Reprograf&iacute;a</li>
</ul>";"<ul>
<li><strong>Recursos:</strong></li>
</ul>
<p>Libros. Peri&oacute;dicos y revistas. Audiovisuales. Multimedia. Recursos electr&oacute;nicos.</p>
<ul>
<li><strong>Equipamiento:</strong></li>
</ul>
<p>90 puestos de consulta. Fotocopiadora</p>
<ul>
<li><strong>Equipamiento inform&aacute;tico:</strong></li>
</ul>
<p>2 ordenador uso interno. 1 OPAC. 7 ordenadores de uso p&uacute;blico con conexi&oacute;n a Internet. Wifi.&nbsp;</p>";1284223903798;20140311;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSoria/es/Plantilla100Detalle/1284212879671/_/1284223903798/DirectorioPadre";
;"Biblioteca Pública de Valladolid";"César Salinero Bombín";"1189173168586";"Valladolid";;"<p>GENERAL: <br />
Lunes a viernes: continuo de 8:00 a 21:45 h. <br />
S&aacute;bados: ma&ntilde;anas de 8:00 a 14:45 h.; tardes cerrado</p>
<p>INFANTIL: <br />
Lunes a viernes: tardes de 16 a 21'30 h. <br />
S&aacute;bados: ma&ntilde;anas de 10 a 14'30 horas; tardes cerrado <br />
D&iacute;as no lectivos: ma&ntilde;anas: de 10 a 14'30 h.; tardes de 16 a 21'30 h.</p>
<p>&nbsp;</p>";;;"<ul>
<li>Pr&eacute;stamo. Infantil y adulto, renovaciones, reservas y m&aacute;quina de autopr&eacute;stamo. Pr&eacute;stamo interbibliotecario. Pr&eacute;stamo especial para instituciones.</li>
<li>Consulta. Sala de lectura para el acceso a obras de referencia. Hemeroteca, para la consulta de prensa, revistas y publicaciones oficiales. Sala de audiovisuales, con posibilidad de audici&oacute;n y visionado individual en sala.</li>
<li>Informaci&oacute;n bibliogr&aacute;fica y de referencia. Consultas sobre el uso de la biblioteca, recursos de informaci&oacute;n disponibles, etc.</li>
<li>Internet y ofim&aacute;tica. Sala con 10 puestos de acceso a Internet y paquetes de Office para la elaboraci&oacute;n de documentos.</li>
<li>Infantil y juvenil. Servicios y colecciones espec&iacute;ficamente adaptados para los usuarios m&aacute;s peque&ntilde;os de la biblioteca.</li>
<li>Fondo local. Publicaciones impresas en la provincia de Valladolid (procedentes de Dep&oacute;sito Legal), obras de tem&aacute;tica vallisoletana y escritas por autores nacidos o muy vinculados a la provincia.</li>
<li>Visitas guiadas para grupos de escolares y adultos pertenecientes a colectivos e instituciones. <br />
&nbsp;</li>
</ul>";"<p><strong>Recursos:<br />
</strong>Libros, partituras, publicaciones peri&oacute;dicas, audiovisuales, material gr&aacute;fico y cartogr&aacute;fico, as&iacute; como recursos electr&oacute;nicos y multimedia. <br />
&nbsp;</p>";1284223919830;20140310;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaValladolid/es/Plantilla100Detalle/1276515979208/_/1284223919830/DirectorioPadre";
;"Biblioteca Pública Municipal de Morón de Almazán";"Biblioteca Pública Municipal de Morón de Almazán";"1194247037976";"Morón de Almazán";;"<p><strong>Martes&nbsp;y Jueves:<br />
</strong>Tardes:&nbsp;de 18:00 a 20:00 h.</p>";;;"<ul>
<li>Pr&eacute;stamo infantil y adulto.</li>
<li>Pr&eacute;stamo interbibliotecario.</li>
<li>Informaci&oacute;n y referencia.</li>
<li>Fondo de estudios locales.</li>
<li>Consulta de documentos audiovisuales.</li>
<li>Acceso a Internet.</li>
</ul>";"<ul>
<li><strong>Recursos:</strong></li>
</ul>
<p>Libros. Peri&oacute;dicos y revistas. Audiovisuales. Multimedia. Recursos electr&oacute;nicos.</p>
<ul>
<li><strong>Equipamiento:</strong></li>
</ul>
<p>15 puestos de consulta.</p>";1284223929413;20140311;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSoria/es/Plantilla100Detalle/1284212879671/_/1284223929413/DirectorioPadre";
;"Biblioteca de Caja Duero. Medina del Campo";"Biblioteca de la Obra Social de Caja Duero. Medina del Campo";"1202287784121";"Medina del Campo";;"<p>Invierno (oct.-may): lunes a viernes de 9:00 a 13:30 h. y de 16:00 a 19:30 h. <br />
Verano (jun.-sept.): lunes a viernes de 8:30 a 14:00 h.</p>";;;"<ul>
<li>Consulta en&nbsp;sala</li>
<li>Pr&eacute;stamo</li>
<li>Acceso a internet</li>
<li>Informaci&oacute;n bibliogr&aacute;fica</li>
<li>Actividades culturales y de animaci&oacute;n a la lectura</li>
</ul>";"<p><strong>Recursos:<br />
</strong>Dispone aproximadamente de 8.500 libros entre libros de consulta, enciclopedias, novelas, publicaciones peri&oacute;dicas, etc.<br />
&nbsp;<br />
<strong>Equipamiento:<br />
</strong>60 puestos de lectura <br />
&nbsp;</p>";1284223929787;20140310;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaValladolid/es/Plantilla100Detalle/1276515979208/_/1284223929787/DirectorioPadre";
;"Biblioteca Pública Municipal de Padre Isla (León)";"Biblioteca Pública Municipal de Padre Isla";"1213708650707";"León";;"<p><strong>De lunes a viernes: </strong>de 10:30 a 13:30 h. y de 14:30 a 20:30 h.<br />
<strong>Del 15 de junio al 15 de septiembre</strong>: de 9 a 15 h. (excepto fiestas locales y horario de verano, de 9 a 14 h.)</p>";;;"<ul>
<li>Consulta en&nbsp;sala</li>
<li>Pr&eacute;stamo&nbsp;&nbsp;</li>
<li>Acceso a Internet</li>
</ul>";"<p><strong>Recursos: </strong>Libros, peri&oacute;dicos, revistas y material audiovisual<br />
&nbsp;</p>";1284224530415;20140310;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaLeon/es/Plantilla100Detalle/1284212879528/_/1284224530415/DirectorioPadre";
"<p><img src='/web/jcyl/binarios/529/305/WPA_BM_Fromista.jpg' alt='Foto de la biblioteca de Fómista (Palencia)'></p>";"Biblioteca Pública Municipal ""Pilar Pulgar"" de Frómista (Palencia)";"Biblioteca Pública Municipal de Frómista";"1195196631628";"Frómista";;"<p><strong>Lunes a viernes</strong>, de 18 a 20 h.&nbsp;</p>
<p>&nbsp;</p>";;;"<p><strong>Servicios</strong>:</p>
<ul>
<li>Pr&eacute;stamo infantil y adulto.</li>
<li>Pr&eacute;stamo interbibliotecario.</li>
<li>Fondo de estudios locales.</li>
<li>Informaci&oacute;n y referencia.</li>
<li>Acceso a Internet.</li>
<li>Actividades culturales y de animaci&oacute;n a la lectura</li>
</ul>
<p>&nbsp;</p>";"<p><strong>Recursos </strong>(datos aproximados):</p>
<p><strong><br />
</strong></p>
<ul>
<li>Libros:&nbsp;8.500 vol&uacute;menes</li>
<li>Revistas:&nbsp;7 t&iacute;tulos</li>
<li>Prensa:&nbsp;2 peri&oacute;dicos</li>
<li>Documentos audiovisuales: 400 DVDs y CDs audio y CD-ROMs</li>
<p>&nbsp;</p>
</ul>
<p><strong>Equipamiento</strong>:</p>
<ul>
<li>46 puestos de consulta</li>
<li>11 puestos de uso p&uacute;blico con acceso&nbsp;a Internet</li>
</ul>
<p>&nbsp;</p>
<p>&nbsp;</p>";1284224535200;20120619;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaPalencia/es/Plantilla100Detalle/1284212879564/_/1284224535200/DirectorioPadre";
"<p><img src='/web/jcyl/binarios/45/568/WPA_BM_Herrera.jpg' alt='Foto de la biblioteca de Herrera de Pisuerga (Palencia)'></p>";"Biblioteca Pública Municipal ""Duque de Frías"" de Herrera de Pisuerga (Palencia)";"Biblioteca Pública Municipal de Herrera de Pisuerga";"1195196642372";"Herrera de Pisuerga";;"<p><strong>Lunes a viernes</strong>, de 10 a 12 y de 16:30 a 20:15 h.&nbsp;</p>
<p><br />
&nbsp;</p>";;;"<p><strong>Servicios</strong>:</p>
<ul>
<li>Pr&eacute;stamo infantil y adulto.</li>
<li>Pr&eacute;stamo interbibliotecario.</li>
<li>Informaci&oacute;n y referencia.</li>
<li>Fondo de estudios locales.</li>
<li>Acceso a Internet.</li>
<li>Actividades culturales y de animaci&oacute;n a la lectura</li>
</ul>
<p>&nbsp;</p>";"<p><strong>Recursos </strong>(datos aproximados):</p>
<p><strong><br />
</strong></p>
<ul>
<li>Libros:&nbsp;11.500 vol&uacute;menes</li>
<li>Revistas:&nbsp;2 t&iacute;tulos</li>
<li>Prensa:&nbsp;2 peri&oacute;dicos</li>
<li>Documentos audiovisuales:&nbsp;300DVDs y&nbsp; CD-ROMs</li>
</ul>
<p><strong>Equipamiento</strong>:</p>
<ul>
<li>48 puestos de consulta</li>
<li>Fotocopiadora</li>
<li>5 puesto de uso p&uacute;blico con acceso a Internet</li>
</ul>
<p>&nbsp;</p>";1284224550032;20120619;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaPalencia/es/Plantilla100Detalle/1284212879564/_/1284224550032/DirectorioPadre";
"<span id=""_CSEMBEDTYPE_=inclusion&amp;_PAGENAME_=Portal_Bibliotecas%2FRecurso%2FBibliotecasPlantillaImagenDchaTexto&amp;_herramienta_=true&amp;_cid_=1207835086346&amp;_c_=Recurso&amp;_PACKEDARGS_=variableIdioma=idioma$variableTipoLetra=tipoLetra&amp;_deps_=exists""><i>[Contenido incluido(Id:1207835086346;Tipo:Recurso)]</i></span>";"Biblioteca Pública Municipal de Ponferrada";"Biblioteca Pública Municipal de Ponferrada";"1194505185971";"Ponferrada";;"<p><strong>De lunes a viernes: </strong>de 8 a 14:30 h. y de 15:30 a 22 h.<br />
<strong>S&aacute;bados</strong>: de 10 a 13 h.</p>";;;"<ul>
<li>Consulta en&nbsp;sala</li>
<li>Pr&eacute;stamo&nbsp;&nbsp;</li>
<li>Acceso a Internet</li>
<li>Formaci&oacute;n de usuarios</li>
<li>Reprograf&iacute;a</li>
</ul>";"<p><strong>Recursos: </strong>Libros, peri&oacute;dicos, revistas y material audiovisual<br />
&nbsp;</p>";1284224568017;20140310;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaLeon/es/Plantilla100Detalle/1284212879528/_/1284224568017/DirectorioPadre";
;"Biblioteca Pública Municipal de Sahagún";"Biblioteca Pública Municipal de Sahagún";"1194505199698";"Sahagún";;"<p><strong>De lunes a viernes: </strong>de 16:30 a 20:30 h.</p>";;;"<ul>
<li>Consulta en&nbsp;sala</li>
<li>Pr&eacute;stamo&nbsp;&nbsp;</li>
<li>Acceso a Internet</li>
</ul>";"<p><strong>Recursos: </strong>Libros, peri&oacute;dicos, revistas y material audiovisual<br />
&nbsp;</p>";1284224620413;20140310;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaLeon/es/Plantilla100Detalle/1284212879528/_/1284224620413/DirectorioPadre";
;"Biblioteca Pública Municipal ""Juan A. Posse"" de S. Andrés del Rabanedo";"Biblioteca Pública Municipal de San Andrés de Rabanedo";"1194505242864";"San Andrés del Rabanedo";;"<p><strong>De lunes a viernes: </strong>de 10 a 13 h. y de 16:30 a 20:30 h.</p>";;;"<ul>
<li>Consulta en&nbsp;sala</li>
<li>Acceso a Internet</li>
</ul>";"<p><strong>Recursos: </strong>Libros, peri&oacute;dicos, revistas y material audiovisual<br />
&nbsp;</p>";1284224624910;20140310;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaLeon/es/Plantilla100Detalle/1284212879528/_/1284224624910/DirectorioPadre";
"<p><img src='/web/jcyl/binarios/181/230/BPPA_BM_VdeBanos_1.jpg' alt='Foto de la biblioteca de Venta de Baños (Palencia)'></p>";"Biblioteca Pública Municipal de Venta de Baños (Palencia)";"Biblioteca Pública Municipal de Venta de Baños";"1195196691790";"Venta de Baños";;"<p><strong>Lunes a viernes</strong>, de 17 a 20:15 h.&nbsp;</p>
<p>&nbsp;</p>";;;"<p><strong>Servicios</strong>:</p>
<ul>
<li>Pr&eacute;stamo infantil y adulto.</li>
<li>Informaci&oacute;n y referencia.</li>
<li>Fondo de estudios locales.</li>
<li>Acceso a Internet.</li>
<li>Actividades culturales y de animaci&oacute;n a la lectura</li>
</ul>
<p>&nbsp;</p>";"<p><strong>Recursos </strong>(datos aproximados):</p>
<p><strong><br />
</strong></p>
<ul>
<li>Libros:&nbsp;12.500 vol&uacute;menes</li>
<li>Revistas:&nbsp;13 t&iacute;tulos</li>
<li>Prensa:&nbsp;3 peri&oacute;dicos</li>
<li>Documentos audiovisuales:&nbsp;800 DVDs y CDs audio y&nbsp;100 CD-ROMs</li>
</ul>
<p><strong>Equipamiento</strong>:</p>
<ul>
<li>47&nbsp;puestos de consulta</li>
<li>Escaner</li>
<li>5 puestos de uso p&uacute;blico con acceso a Internet</li>
</ul>
<p>&nbsp;</p>";1284224661225;20120619;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaPalencia/es/Plantilla100Detalle/1284212879564/_/1284224661225/DirectorioPadre";
"<p><img src='/web/jcyl/binarios/677/736/BPPA_BM_Villamuriel_1.jpg' alt='Foto de la biblioteca de Villamuriel (Palencia)'></p>";"Biblioteca Pública Municipal de Villamuriel de Cerrato (Palencia)";"Biblioteca Pública Municipal de Villamuriel de Cerrato";"1195196693356";"Villamuriel de Cerrato";;"<p><strong>Lunes a viernes</strong>, de 11 a 14 y 16 a 21 h.&nbsp;</p>
<p>&nbsp;</p>";;;"<p><strong>Servicios</strong>:</p>
<ul>
<li>Pr&eacute;stamo infantil y adulto.</li>
<li>Informaci&oacute;n y referencia.</li>
<li>Fondo de estudios locales.</li>
<li>Consulta a fondos locales</li>
<li>Acceso a Internet.</li>
<li>Actividades culturales y de animaci&oacute;n a la lectura</li>
</ul>
<p>&nbsp;</p>";"<p><strong>Recursos </strong>(datos aproximados):</p>
<p><strong><br />
</strong></p>
<ul>
<li>Libros:&nbsp;15.500 vol&uacute;menes</li>
<li>Prensa:&nbsp;2 peri&oacute;dicos</li>
<li>Documentos audiovisuales:&nbsp;2.000 DVDs y CDs audio y 100 CD-ROMs</li>
</ul>
<p>&nbsp;</p>
<p><strong>Equipamiento</strong>:</p>
<ul>
<li>185&nbsp;puestos de consulta</li>
<li>Fotocopiadora</li>
<li>5 puestos de uso p&uacute;blico con acceso a Internet</li>
<li>Reproductor de audiovisuales</li>
</ul>
<p>&nbsp;</p>";1284224669262;20120619;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaPalencia/es/Plantilla100Detalle/1284212879564/_/1284224669262/DirectorioPadre";
"<span id=""_CSEMBEDTYPE_=inclusion&amp;_PAGENAME_=Portal_Bibliotecas%2FRecurso%2FBibliotecasPlantillaImagenCentro&amp;_herramienta_=true&amp;_cid_=1284224771642&amp;_c_=Recurso&amp;_PACKEDARGS_=variableIdioma=idioma$variableTipoLetra=tipoLetra&amp;_deps_=exists""><i>[Contenido incluido(Id:1284224771642;Tipo:Recurso)]</i></span>";"Biblioteca Auxiliar del Museo de Palencia";"Biblioteca del Museo de Palencia";"1284141881146";"Palencia";;"<p><strong>Lunes a viernes</strong>, de 9 a 14 h. <br />
&nbsp;</p>";;;"<p><strong>Servicios</strong>:</p>
<ul>
<li>Consulta en sala.</li>
<li>B&uacute;squedas bibliogr&aacute;ficas.</li>
<li>Servicio de referencia bibliogr&aacute;fica.</li>
<li>Reprograf&iacute;a.</li>
<li>Pr&eacute;stamo de libros. <br />
&nbsp;</li>
</ul>";"<p><strong>Recursos:</strong><strong><br />
</strong></p>
<ul>
<li>Dispone de libros y publicaciones peri&oacute;dicas especializados en museolog&iacute;a, arqueolog&iacute;a, arte e historia.</li>
</ul>";1284224763655;20140310;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaPalencia/es/Plantilla100Detalle/1284212879564/_/1284224763655/DirectorioPadre";
"<span id=""_CSEMBEDTYPE_=inclusion&amp;_PAGENAME_=Portal_Bibliotecas%2FRecurso%2FBibliotecasPlantillaImagenCentro&amp;_herramienta_=true&amp;_cid_=1284224809799&amp;_c_=Recurso&amp;_PACKEDARGS_=variableIdioma=idioma$variableTipoLetra=tipoLetra&amp;_deps_=exists""><i>[Contenido incluido(Id:1284224809799;Tipo:Recurso)]</i></span>";"Centro de Documentación del Arte Románico-Fundación Santa María la Real";"Centro de Documentación del Arte Románico";"1284224801374";"Aguilar de Campoo";;;;;"<p><strong>Servicios</strong>:</p>
<ul>
<li>Base de Datos del Rom&aacute;nico</li>
</ul>
<ol>
<li>Una base de datos de Arquitectura Rom&aacute;nica en Espa&ntilde;a, que abarca todos los edificios con rasgos de esta manifestaci&oacute;n art&iacute;stica.</li>
<li>Una base de datos con los art&iacute;culos de la Enciclopedia del Rom&aacute;nico en Espa&ntilde;a.</li>
<li>Una base de datos de im&aacute;genes (fotograf&iacute;as, planos y dibujos) de cada edificio analizado.</li>
</ol>
<ul>
<li>Tesauro del Arte Rom&aacute;nico</li>
</ul>";"<p><strong>Recursos:</strong><strong><br />
</strong></p>
<ul>
<li>Acceso mediante sistemas electr&oacute;nicos on line al importante fondo documental sobre el rom&aacute;nico</li>
</ul>";1284224811649;20140310;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaPalencia/es/Plantilla100Detalle/1284212879564/_/1284224811649/DirectorioPadre";
;"Biblioteca Pública Municipal de Alaraz";"Biblioteca Pública Municipal de Alaraz";"1195628588338";"Alaraz";;"<p>De 18:00 a 20:00 horas de (lunes a viernes)</p>";;;"<ul>
<li>Pr&eacute;stamo a particulares</li>
</ul>
<p>&nbsp;</p>";"<ul>
<li>Vol&uacute;menes para adultos</li>
<li>Vol&uacute;menes para infantil</li>
</ul>";1284225640907;20140311;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSalamanca/es/Plantilla100Detalle/1284212879599/_/1284225640907/DirectorioPadre";
