Fichero actualizado a fecha: 2014-10-19 14:41:17
Nombre del Organismo;Descripción;DatosPersonales;Dirección;Calle;CodigoPostal;Localidad;Localidad;SoloClasificar;Teléfono;Telefax oficial;Fax;e-mail;Páginas de internet;Posicion;Información Adicional;Directorio Superior;Identificador Directorio Superior;Identificador;FechaModificacion;Enlace al contenido;
"Museo Taurino";;;"Plaza de Toros. Paraje del Castañar s/n. 37700 Béjar (Salamanca)";"Plaza de Toros. Paraje del Castañar s/n.";"37700";"Béjar";"1179298197469";;"923 403300";;;;;"40.37806689164575#-5.76357364654541#88";"<p>La visita a este museo comienza con la la entrada a la Plaza de Toros, considerada una de las m&aacute;s antiguas de Espa&ntilde;a, y contin&uacute;a con las dependencias muse&iacute;sticas que albergan una interesante colecci&oacute;n de objetos relacionados con el mundo del toro.</p>
<p>Horario:<br />
A concertar con la oficina de turismo.</p>";"Salamanca";"1260887608341";1261041330499;20130529;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261041330499/DirectorioPadre";
"Museo del Aceite El lagar del Mudo";;;"C/ Los Pozos, 23. 37270 San Felices de los Gallegos (Salamanca)";"C/ Los Pozos, 23.";"37270";"San Felices de los Gallegos";"1179298328323";;"605 989573";;;"lagarero@telefonica.net";"http://www.lagardelmudo.com";"40.84926784818946#-6.709449291229248#94";;"Salamanca";"1260887608341";1261041364312;20130530;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261041364312/DirectorioPadre";
"Martinete de la Fundición de Cobre de Navafría";;;"c/ Mayo, 15 -40161 Navafría (Segovia)";"C/ Mayo, 15.";"40161";"Navafría";"1179298526651";;"627 548049";;;"información@martinetedenavafria.com";"http://www.martinetedenavafria.com";"41.048547118063226#-3.8277053833007812#76";;"Segovia";"1260887608415";1261041389506;20130530;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261041389506/DirectorioPadre";
"Museo Pedagógico La última Escuela de Otones de Benjumea";;;"C/ Escuelas, s/n. 40394 Otones de Benjumea (Segovia)";"C/ Escuelas, s/n.";"40394";"Torreiglesias";"1179298570336";;"921 434750";;;"jfcm@usal.es";"http://www.otones.net";"41.13606784928406#-4.056766033172607#94";;"Segovia";"1260887608415";1261041393295;20130530;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261041393295/DirectorioPadre";
"Museo de la Real Casa de la Moneda";;;;"c/ De la Moneda";"40003";"Segovia";"1179298563848";;"921 47 51 09";;;;"http://www.casamonedasegovia.es/";"40.95411#-4.1283994#88";"<p>La Casa de la Moneda de Segovia, mandada construir por Felipe II, ha sufrido una profunda rehabilitaci&oacute;n, cuyos resultados muestran el esplendor de uno de los edificios de ingenier&iacute;a industrial m&aacute;s importantes de Europa.</p>
<p>La visita al Museo de la Real Casa de Moneda invita a conocer la apasionante historia de este edificio industrial fundado por el rey Felipe II, as&iacute; como los procesos de acu&ntilde;aci&oacute;n de moneda utilizados a lo largo de sus casi trescientos a&ntilde;os funcionamiento</p>";"Segovia";"1260887608415";1284236145213;20130522;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284236145213/DirectorioPadre";
"Aula Arqueológica";;;"Plaza Mayor, s/n. 42240 Medinaceli (Soria)";"Plaza Mayor, s/n.";"42240";"Medinaceli";"1179469162258";;"635 647666, 635 647669";"975 326070";;"medinaceli@aulademedinaceli.com";"http://www.aulademedinaceli.com";"41.1723711899318#-2.43546724319458#94";;"Soria";"1260887608488";1261041514697;20130509;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261041514697/DirectorioPadre";
"Museo Gustavo Adolfo Bécquer (G. A. B.) Poesía para un cuadro";;;"C/ Mayor, s/n. 42132 Noviercas (Soria)";"C/ Mayor, s/n.";"42132";"Noviercas";"1179469175401";;"975 385047";;;"ayto.noviercas@terra.es";;"41.71151136326061#-2.0356249809265136#94";;"Soria";"1260887608488";1261041517338;20130531;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261041517338/DirectorioPadre";
"Centro Temático de la Cerámica Tradicional";;;"Edificio Antiguas Escuelas. 42291 Quintana Redonda (Soria)";"Edificio Antiguas Escuelas.";"42291";"Quintana Redonda";"1179469178773";;"975 308056";;;"quintanaceramica@quintanaceramica.com";"http://www.quintanaceramica.com";"41.63889170701361#-2.616569995880127#94";;"Soria";"1260887608488";1261041521036;20130531;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261041521036/DirectorioPadre";
"Museo Etnográfico de San Andrés";;;"Antigua Casa Consistorial. C/ del Medio, 32. 42169 San Andrés de Soria (Soria)";"Antigua Casa Consistorial. C/ del Medio, 32.";"42169";"Almarza";"1179469105145";;"975 250050";;;"aalmarza@terra.es";;"41.94709084345023#-2.4792838096618652#88";;"Soria";"1260887608488";1261041522699;20130603;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261041522699/DirectorioPadre";
"Museo Oriental";;;"Paseo de Filipinos nº7. 47007 Valladolid (Valladolid)";"Paseo de Filipinos nº 7.";"47007";"Valladolid";"1179469311668";;"983 306800";"983 397896";;"info@museo-oriental.es";"http://www.museo-oriental.es";"41.644343829352586#-4.728283882141113#94";"<p>El museo se encuentra instalado en el Real Colegio de Padres Agustinos-Filipinos construido con planos de Ventura Rodr&iacute;guez a partir de 1759. Este museo es la mejor colecci&oacute;n de arte del Extremo Oriente existente en Espa&ntilde;a, Es fruto de la larga presencia evangelizadora, social y cultural que los PP. Agustinos han realizado en China, Jap&oacute;n y Filipinas desde 1565.</p>
<p>Re&uacute;ne objetos procedentes de China y Filipinas, desde el segundo milenio a.C. hasta el siglo XIX. Budas, bronces, &aacute;nforas, arte suntuario y cer&aacute;micas. Arte caligr&aacute;fico chino con temas religiosos, paisaj&iacute;sticos o de costumbres. Marfiles filipinos.</p>";"Valladolid";"1260887608561";1261041542236;20130528;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261041542236/DirectorioPadre";
"Casa Museo de José Zorrilla";;;"C/ Fray Luis de Granada, 1. 47003 Valladolid (Valladolid)";"C/ Fray Luis de Granada, 1.";"47003";"Valladolid";"1179469311668";;"983 426266";"983 426263";;"ahernandez@ava.es";"http://www.ava.es";"41.65643306657674#-4.723606109619141#94";"<p>Casa de ambiente rom&aacute;ntico donde naci&oacute; el poeta Jos&eacute; Zorrilla en 1817. Documentos, mobiliario y recuerdos del poeta.</p>
<p>Los objetos personales del autor se mezclan con mobiliario de &eacute;poca rom&aacute;ntica. Evoca de este modo el aspecto de una casa de clase social acomodada en las postrimer&iacute;as del siglo XIX. Tambi&eacute;n alberga la casa una peque&ntilde;a colecci&oacute;n de pintura con tem&aacute;tica historicista y pintoresca, muy del gusto de aquel momento. La vivienda se completa con un extenso jard&iacute;n en la parte de atr&aacute;s.</p>";"Valladolid";"1260887608561";1261041546928;20130520;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1261041546928/DirectorioPadre";
"Museo del Monasterio de San Joaquín y Santa Ana";;;"Plaza de Santa Ana, 4. 47001 Valladolid (Valladolid)";"Plaza de Santa Ana, 4.";"47001";"Valladolid";"1179469311668";;"983 357672";;;"jesus@realmuseodesanjoaquinysantaana.es";;"41.65090180058681#-4.730923175811768#94";"<p>El monasterio que alberga este museo es un edificio neocl&aacute;sico dise&ntilde;ado por Francisco Sabatini, arquitecto del rey Carlos III.</p>
<p>Re&uacute;ne esculturas de la Virgen con el Ni&ntilde;o del siglo XIII, un Crucificado del siglo XVI, la Dolorosa de Mena (siglo XVII, y un Cristo Yacente de Gregorio Fern&aacute;ndez. Pinturas de la escuela castellana, siglo XVI; tres lienzos de Goya y tres de Bayeu. Colecciones de ornamentos sagrados y peque&ntilde;as im&aacute;genes vestidas.</p>";"Valladolid";"1260887608561";1261041549088;20130527;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261041549088/DirectorioPadre";
"Museo Anatómico Don Pío del Río Hortega";;;"Facultad de Medicina. C/ Ramón y Cajal, 7. 47005 Valladolid (Valladolid)";"Facultad de Medicina. C/ Ramón y Cajal, 7.";"47005";"Valladolid";"1179469311668";;"983 423 570";"983 423 022";;;;"41.65420458465983#-4.717769622802734#94";"<p>Se ubica en la Facultad de Medicina. El cat&aacute;logo de piezas se compone de fragmentos de la anatom&iacute;a humana e instrumentos relacionados con la medicina.</p>";"Valladolid";"1260887608561";1261041554337;20130521;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1261041554337/DirectorioPadre";
"Colección de San Albano";;;"Real Colegio de los Ingleses. C/ Don Sancho, 22. 47002 Valladolid (Valladolid)";"Real Colegio de los Ingleses. C/ Don Sancho, 22.";"47002";"Valladolid";"1179469311668";;"983 293102";;;;;"41.65075750033435#-4.717555046081543#94";;"Valladolid";"1260887608561";1261041558190;20130530;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261041558190/DirectorioPadre";
"Museo Interparroquial. Iglesia de Santa María";;;"Plaza Santa María s/n. 47510 Alaejos (Valladolid)";"Plaza Santa María s/n.";"47510";"Alaejos";"1179469232884";;"983 867 189";;;;;"41.3096311599291#-5.2136993408203125#94";"<p>El museo posee fondos de origen religioso: esculturas, pinturas, orfebrer&iacute;a y ornamentos.</p>";"Valladolid";"1260887608561";1261041561397;20130528;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261041561397/DirectorioPadre";
"Museo Etnográfico de Curiel de Duero";;;"Plaza de San Miguel. 47316 Curiel de Duero (Valladolid)";"Plaza de San Miguel.";"47316";"Curiel de Duero";"1179469250392";;"983 880088";;;;;"41.64155368319736#-4.099874496459961#88";"<p>Concertar visita.</p>
<p>El antiguo edificio de los lavaderos comunales sirve hoy de improvisado museo donde se recogen, a trav&eacute;s de numerosos y diversos objetos, las vivencias, las costumbres y el sentir de la gente del mundo rural.</p>
<p>Acoge tambi&eacute;n distintos objetos religiosos y todo el material y mobiliario de una escuela de la &eacute;poca.</p>";"Valladolid";"1260887608561";1261041574125;20130528;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261041574125/DirectorioPadre";
"Museo de Semana Santa";;;"Iglesia de Santa Cruz, C/ Lázaro Alonso, s/n 47800 Medina de Rioseco (Valladolid)";"Iglesia de Santa Cruz, C/ Lázaro Alonso, s/n.";"47800";"Medina de Rioseco";"1179469264297";;"983 725026";"983 725026";;"museosemanasanta@gmail.com";;"41.88237454323552#-5.043518543243408#100";"<p>Recoge el rico patrimonio art&iacute;stico referido a la Semana Santa (declarada de Inter&eacute;s Tur&iacute;stico Nacional) que atesora la ciudad de Rioseco y que, recientemente se ha agrupado en este museo, que re&uacute;ne las condiciones m&aacute;s optimas para su visita en cualquier &eacute;poca del a&ntilde;o. Su sede es la reconstruida iglesia de Santa Cruz, colosal templo de estilo herreriano realizado en el siglo XVII.</p>
<p>Este museo cuenta con una importante colecci&oacute;n de grupos escult&oacute;ricos de los siglos XV, XVI y XVII, de los m&aacute;s insignes imagineros castellanos, como Juan de Juni o Gregorio Fern&aacute;ndez o de sus talleres y escuelas y otros m&aacute;s recientes (siglos XVIII, XIX y XX) de gran calidad art&iacute;stica, junto con todos los objetos simb&oacute;licos que acompa&ntilde;an a cada cofrad&iacute;a desde tiempos inmemoriales y los aspectos exclusivos de la semana Santa riosecana.</p>
<p>La exposici&oacute;n ocupa unos 1.500 metros cuadrados, se organiza en &aacute;reas de contenido individuales pero relacionadas entre s&iacute;, uni&eacute;ndose a las colecciones, textos, fotograf&iacute;as y v&iacute;deos divulgativos que ofrecen una visi&oacute;n general de este acontecimiento.</p>";"Valladolid";"1260887608561";1261041595587;20130527;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261041595587/DirectorioPadre";
"Museo Fábrica de Harina de San Antonio";"Ciencia y Tecnología";;"Dársena del Canal de Castilla. 47800 Medina de Rioseco (Valladolid)";"Dársena del Canal de Castilla.";"47800";"Medina de Rioseco";"1179469264297";;"983 701923";;;;;"41.880968674914776#-5.040836334228516#88";;"Valladolid";"1260887608561";1261041600309;20130531;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261041600309/DirectorioPadre";
"Ecomuseo de Tordehumos";;;"C/ Mayor, 4. 47830 Tordehumos (Valladolid)";"C/ Mayor, 4.";"47830";"Tordehumos";"1179469304082";;"983 714586";"983 714586";;"cdrsequillo@telefonica.net";"http://www.tordehumos.com/ecomuseo.html";"41.81433022247646#-5.158295631408691#94";"<p>El museo tiene el objetivo de divulgar y ahondar en las costumbres y tradiciones de la zona, en su artesan&iacute;a e historia. Con esta finalidad, el museo trata de representar las costumbres y aspectos b&aacute;sicos de la vida cotidiana. Presenta una casa de labranza con los &uacute;tiles y prendas propios para realizar las labores de la vida en el entorno rural. Se hace una referencia a la vida dom&eacute;stica, con la cocina como lugar importante para la vida del hombre. Otra parcela importante son las herramientas de trabajo para el campo. Los curanderos ten&iacute;an gran importancia y como reflejo de este hecho el museo recoge su papel en la sociedad. El museo se completa con una casa rural t&iacute;pica de Tierra de Campos.</p>";"Valladolid";"1260887608561";1261041620603;20130521;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1261041620603/DirectorioPadre";
"Museo de San Antolín";;;"C/ Tratado de Tordesillas, s/n. 47100 Tordesillas (Valladolid)";"C/ Tratado de Tordesillas, s/n.";"47100";"Tordesillas";"1179469304512";;"983 770980";;;;;"41.50101652437574#-5.000206232070923#100";"<p>Se ubica en la iglesia de su mismo nombre. Destinado a museo desde 1969. El museo alberga las mejores piezas procedentes de las iglesias de Tordesillas. Un Retablo de Juan de Juni y Gaspar de Tordesillas en la Capilla de los Alderete, retablos, esculturas de Pedro de Mena, Cristos yacentes de la escuela de Gregorio Fern&aacute;ndez, tallas de Berruguete y Rinc&oacute;n. Crucifijos del siglo XVI en adelante. Lienzos de Alonso del Arco y otros an&oacute;nimos. Sepulcro de Pedro Alderete en alabastro, del siglo XVI.</p>";"Valladolid";"1260887608561";1261041621333;20130527;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261041621333/DirectorioPadre";
"Museo del Tratado de Tordesillas";;;"Casas del Tratado s/n. 47100 Tordesillas (Valladolid)";"Casas del Tratado s/n.";"47100";"Tordesillas";"1179469304512";;"983 771067";"983 771067";;"turismo@tordesillas.net";"http://www.tordesillas.net";"41.49988353758578#-5.001311302185059#94";;"Valladolid";"1260887608561";1261041622250;20130531;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261041622250/DirectorioPadre";
"Museo de las Campanas";;;"C/ Corro de San Andrés, s/n. 47862 Urueña (Valladolid)";"C/ Corro de San Andrés, s/n.";"47862";"Urueña";"1179469308900";;"983 717472";;;"info@funjdiaz.net";"http://www.funjdiaz.net";"41.72697512228907#-5.203742980957031#100";"<p>El Museo de las Campanas se encuentra ubicado en una antigua panera, junto al aula arqueol&oacute;gica Mercedes Rueda. La colecci&oacute;n se compone de 20 campanas, obra de un bru&ntilde;idor procedente de Palencia. En la exposici&oacute;n se explica detalladamente c&oacute;mo se crean las campanas, el significado de los diferentes ta&ntilde;idos y su funci&oacute;n.</p>";"Valladolid";"1260887608561";1261041625001;20130527;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1261041625001/DirectorioPadre";
"Centro de Interpretación Villa del Libro. Urueña";"Histórico";;"Plaza Mayor, 1. 47862 Urueña (Valladolid)";"Plaza Mayor, 1.";"47862";"Urueña";"1179469308900";;"983 717445";"983 717445";;"villa.libro@dip-valladolid.es";"http://www.provinciadevalladolid.com/es/pierdas/villa-libro";"41.7280240566069#-5.202369689941406#94";"<p>La Villa del Libro es una atractiva propuesta de turismo cultural que la provincia de Valladolid ofrece a viajeros y bibli&oacute;filos de todo el mundo. La creaci&oacute;n de este important&iacute;simo recurso cultural se debe a la iniciativa de la Diputaci&oacute;n provincial que en 2007 fund&oacute; esta villa literaria, la primera Villa del Libro de Espa&ntilde;a, en la villa medieval de Urue&ntilde;a.</p>
<p>Villa del Libro tiene, repartidas por calles y corros de Urue&ntilde;a, librer&iacute;as y establecimientos -doce- para el ejercicio de la actividad comercial y artesanal de libros, preferentemente antiguos, raros, viejos o descatalogados.</p>
<p><strong>CENTRO e-LEA Miguel Delibes</strong></p>
<p>El e-LEA (espacio para la Lectura, la Escritura y sus Aplicaciones) es el coraz&oacute;n de la Villa del Libro. Un centro para la promoci&oacute;n del Libro y de la Cultura que acomoda en 1.296 m2 de superficie una Biblioteca especializada, Talleres, Sala de Exposiciones y un peque&ntilde;o jard&iacute;n.</p>
<p>Como complemento ofrece un Sal&oacute;n de Actos con capacidad para cien personas, id&oacute;neo para acoger buen n&uacute;mero de eventos culturales: congresos, simposios, jornadas, conferencias, presentaciones y lecturas.</p>
<p>En el centro e-LEA el visitante no debe perderse la exposici&oacute;n permanente ENTRE L&Iacute;NEAS. UNA HISTORIA DEL LIBRO.</p>";"Valladolid";"1260887608561";1261041626097;20130528;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1261041626097/DirectorioPadre";
"Museo del Cántaro";;;"Avenida Santiago Hidalgo, 13. 47200 Valoria la Buena (Valladolid)";"Avenida Santiago Hidalgo, 13.";"47200";"Valoria La Buena";"1179469311039";;"983 502170";;;"info@museodelcantaro.org";"http://www.museodelcantaro.org";"41.799807293811114#-4.533405303955078#94";;"Valladolid";"1260887608561";1261041629188;20130531;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261041629188/DirectorioPadre";
"Museo Etnográfico de la Zarza";;;"C/ Real, 10. 47452 La Zarza (Valladolid)";"C/ Real, 10.";"47452";"Zarza (La)";"1179469328705";;"983 825200";;;"Josema_56@hotmail.com";;"41.261630221856144#-4.770147800445557#94";;"Valladolid";"1260887608561";1261041632456;20130531;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261041632456/DirectorioPadre";
"Museo Agrícola de la Santa Espina";;;;"Término municipal de Castromonte";;"Castromonte";"1179469245126";;"983 565 064 / 983 607 387";;;;;"41.77284798188914#-5.039033889770508#88";"Horario:<br /><br />Miércoles, jueves y viernes: de 11,30 a 14 hrs. y de 17 a 20 hrs.<br />Sábados y domingos: de 11,30 a 14 hrs. y de 17,30 a 20,30 hrs.<br />Lunes y martes: cerrado, salvo cita previa.<br /><br />En el marco paisajístico y arquitectónico privilegiado del entorno del monasterio cisterciense de la Santa Espina se presenta este museo de carácter etnográfico. La colección está compuesta por más de tres mil objetos relacionados con las labores del campo, pero sólo se muestra una pequeña parte de la misma.";"Valladolid";"1260887608561";1284236128183;20130521;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284236128183/DirectorioPadre";
"Museo Provincial de Olmos Centenarios al aire libre";;;;"Polideportivo de Medina del Campo";"47400";"Medina del Campo";"1179469263156";;"983 811 357";;;;;"41.307846#-4.9158025#88";"Tallas artísticas de olmos.";"Valladolid";"1260887608561";1284236156326;20130529;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284236156326/DirectorioPadre";
"Museo Etnográfico de Castilla y León";;;"C/ Sacramento, s/n. 49001 Zamora (Zamora)";"C/ Sacramento, s/n.";"49001";"Zamora";"1179469491795";;"980 531708";"980 508269";;"info@etnografico.org";"http://www.museo-etnografico.com";"41.50311370293738#-5.747802257537842#94";;"Zamora";"1260887608635";1261039081807;20130528;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261039081807/DirectorioPadre";
"Museo de Baltasar Lobo";"Arte contemporáneo. No sólo se exponen las obras del escultor Baltasar Lobo. También dibujos, libros, documentos y objetos personales.";;"Parque del Castillo, s/n ? 49001 Zamora";"Parque del Castillo, s/n.";"49001";"Zamora";"1179469491795";;"616 929577";"980 548721";;;"http://www.mbaltasarlobo.com";"41.49949783543267#-5.756170749664307#94";;"Zamora";"1260887608635";1261041638081;20130530;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261041638081/DirectorioPadre";
"Colección museográfica de los Campamentos Romanos de Petavonium";;;"Casa Consistorial, C/ Mayor, 27 ? 49610 Santibáñez de Vidriales (Zamora)";"Casa Consistorial, C/ Mayor, 27.";"49610";"Santibáñez de Vidriales";"1179469441238";;"980 648186";"980 648339";;"marisaayuntamiento@hotmail.com";;"42.073889661242575#-6.0146284103393555#94";"<p>El objetivo principal de este Centro de Interpretaci&oacute;n es ofrecer una informaci&oacute;n exhaustiva a la vez que did&aacute;ctica del yacimiento romano de Petavonium.</p>
<p>Para lograr este prop&oacute;sito se han utilizado distintos medios informativos, como son reproducciones, ilustraciones, paneles explicativos, audiovisuales, etc.</p>";"Zamora";"1260887608635";1261041666180;20130531;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261041666180/DirectorioPadre";
"Espacio Museístico Castillo de Zamora";"Ayuntamiento de Zamora";;;"Parque del Castillo, s/n";"49001";"Zamora";"1179469491795";;"Turismo en Zamora: 980.536.135";;;;;"41.499224628351044#-5.755677223205566#88";"<p>El espacio muse&iacute;stico del Castillo de Zamora est&aacute; compuesto por la restaurada fortaleza medieval del Castillo de Zamora, los Jardines anexos y la Sala de Exposiciones llamada &quot;la casa de los gigantes&quot; que se ha convertido en un espacio dedicado al artista zamorano Baltasar Lobo.<br />
&nbsp;</p>";"Zamora";"1260887608635";1284236235935;20130613;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284236235935/DirectorioPadre";
"Museo de Ávila";;"Directora: María Mariné Isidro";"-, Plaza de Nalvillos, 3 ? 05001 Ávila";"Plaza de Nalvillos, 3.";"05001";"Ávila";"1179297192481";;"920 211 003";"920 253 701";;"museo.avila@jcyl.es";"http://www.museoscastillayleon.jcyl.es/museodeavila";"40.65630616042304#-4.695732593536377#94";"<p>Desde 1969 la magn&iacute;fica Casa de los Deanes acoge el Museo Provincial. Sus fondos se organizan en tres secciones: Arqueolog&iacute;a, Arte Popular y Bellas Artes. Las piezas que componen las distintas colecciones pertenecen a distintos emplazamientos de la geograf&iacute;a abulense.</p>
<p>En el apartado arqueol&oacute;gico se exponen materiales que van del Paleol&iacute;tico a la Edad Media. En cuanto a Bellas Artes destaca la colecci&oacute;n de pintura flamenca, la cer&aacute;mica, el mobiliario, las armas y las artes decorativas. En cuanto a etnograf&iacute;a recoge elementos de la cultura popular abulense, trajes, cocinas, artes populares...</p>";"Ávila";"1260887607822";1260887606777;20130523;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1260887606777/DirectorioPadre";
"Museo de Arte Oriental";;;"Real Monasterio de Santo Tomás, Plaza de Granada,1 ? 05003 Ávila";"Real Monasterio de Santo Tomás, Plaza de Granada,1.";"05003";"Ávila";"1179297192481";;"920 220400";"920 252237";;"resitomas.vr@dominicos.org";"http://www.monasteriosantotomas.com";"40.650266576936815#-4.690046310424805#88";"<p>Este museo fue impulsado y creado por el padre Isaac Lequete, un fraile dominico que dedic&oacute; todo su empe&ntilde;o a evangelizar el Extremo Oriente. Se encuentra emplazado en lo que fue, dentro del conjunto mon&aacute;stico de Santo Tom&aacute;s, el palacio de verano de los Reyes Cat&oacute;licos.</p>
<p>Los fondos, en su mayor&iacute;a, son de tipo etnogr&aacute;fico, ornamental y religioso, procedentes de China, Vietnam, Japon, Hong Kong y Filipinas. El arte cristiano se encuentra representado por abundantes marfiles filipinos y por hermosos cantorales.</p>
<p>Una sala se dedica a museo de historia natural, con ejemplares de todo el mundo, fundamentalmente de los mares orientales.</p>";"Ávila";"1260887607822";1260887626594;20130523;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1260887626594/DirectorioPadre";
"Museo Mexomexicano Vasco de Quiroga";;;"Plaza del Cristo, s/n ? 05200 Madrigal de las Altas Torres (Ávila)";"Plaza del Cristo, s/n.";"05220";"Madrigal de las Altas Torres";"1179297227090";;"920 320001";"920 320164";;"ayuntamientodemadrigal@ayto.es";;"41.08687200053043#-4.99677300453186#100";;"Ávila";"1260887607822";1261039025968;20130603;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261039025968/DirectorioPadre";
"Museo de las Abejas";;;"C/ del Coladillo, s/n ? 05492 Poyales del Hoyo (Ávila)";"C/ del Coladillo, s/n.";"05492";"Poyales del Hoyo";"1179297258272";;"920 390213";;;"abejasdelvalle@yahoo.es";;"40.17454505719963#-5.164775848388672#88";;"Ávila";"1260887607822";1261039040393;20130603;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261039040393/DirectorioPadre";
"Centro de Arte y Naturaleza Cerro Gallinero (Hoyocasero)";;;;"Camino agrícola Hoyocasero - Navaquesera, km. 2,4";"05123";"Hoyocasero";"1179297221622";;"699 56 02 02";;;"info.cerrogallinero@gmail.com";"http://cerrogallinero.com/";"40.40794104900538#-4.972429275512695#82";;"Ávila";"1260887607822";1284334663186;20140619;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1284334663186/DirectorioPadre";
"Museo del Retablo";;;"Iglesia de San Esteban, C/ de San Esteban, s/n ? 09003 Burgos";"Iglesia de San Esteban, C/ de San Esteban, s/n.";"09003";"Burgos";"1179297447246";;"947 273752";;;;;"42.34182947394521#-3.7054824829101562#88";"<p>Es el &uacute;nico museo de su especie en Espa&ntilde;a. Entre sus fondos est&aacute;n varias retablos de los siglos XVI al XVIII, procedentes de diversas localidades y comarcas burgalesas como el Valle de Sedano o la Bureba. Encontramos tambi&eacute;n importantes muestras de orfebrer&iacute;a.</p>";"Burgos";"1260887607899";1261039703188;20130528;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261039703188/DirectorioPadre";
