Nombre del Organismo;Descripción;DatosPersonales;Dirección;Calle;CodigoPostal;Localidad;Localidad;SoloClasificar;Teléfono;Telefax oficial;Fax;e-mail;Páginas de internet;Posicion;Información Adicional;Directorio Superior;Identificador Directorio Superior;Identificador;FechaModificacion;Enlace al contenido
"Biblioteca Pública Municipal ""Fernando de Torres y Almunia"" de Osorno (Palencia)";;Consuelo Gutiérrez Sancho;Pza. de Fernando de Torres y Almunia, s/n. 34460 Osorno;Pza. de Fernando de Torres y Almunia, s/n;34460;Osorno La Mayor;1,18E+12;;;;;biblioosorno@hotmail.com;;42.409167563839546#-4.362462759017944#106;;Palencia;1,28E+12;1,20E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaPalencia/es/Plantilla100Detalle/1284212879564/_/1195196654020/DirectorioPadre
Biblioteca Pública Municipal de Venta de Baños;;Consuelo González Izquierdo;C/ Briquetera, s/n. 34200 Venta de Baños;C/ Briquetera, s/n;34200;Venta de Baños;1,18E+12;;979 772 382;;;bibliotecavdb@hotmail.com;;41.92422888091407#-4.489513635635376#106;;Palencia;1,28E+12;1,20E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaPalencia/es/Plantilla100Detalle/1284212879564/_/1195196691790/DirectorioPadre
Biblioteca Pública Municipal de Alba de Tormes;;Cristina Sánchez Mesonero;Plaza Mayor, 1. 37800 Alba de Tormes (Salamanca);Plaza Mayor, 1;37800;Alba de Tormes;1,18E+12;;923 300 024;;923 300 024;bibliotecaalbadetormes@yahoo.es;;40.82783908257347#-5.514535903930664#88;;Salamanca;1,28E+12;1,20E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSalamanca/es/Plantilla100Detalle/1284212879599/_/1195686954469/DirectorioPadre
Biblioteca Pública Municipal de Santa Marta de Tormes;;Carmen Villarrubio Montero de Espinosa;;C/ La luz, s/n;37900;Santa Marta de Tormes;1,18E+12;;923 130 307;;923 201 178;biblioteca@santamartadetormes.org;http://www.interbook.net/ayuntamiento/santamarta.biblio;40.9505384997822#-5.631051063537598#88;;Salamanca;1,28E+12;1,20E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSalamanca/es/Plantilla100Detalle/1284212879599/_/1195686998247/DirectorioPadre
Biblioteca Pública Municipal de Béjar;;Pilar Noguera Sánchez;;Ronda de Navarra, 7;37700;Béjar;1,18E+12;;923 41 14 93;;923 41 14 93;turismo@aytobejar.com;;40.387677749209125#-5.767822265625#88;;Salamanca;1,28E+12;1,20E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSalamanca/es/Plantilla100Detalle/1284212879599/_/1195687074062/DirectorioPadre
Biblioteca Pública Municipal de Macotera;;Asunción García Blázquez;;Plaza Mayor, 1;37180;Macotera;1,18E+12;;923 555 003;;923 555 061;aytomacotera@terra.es;;40.83046934944365#-5.285153388977051#88;;Salamanca;1,28E+12;1,20E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSalamanca/es/Plantilla100Detalle/1284212879599/_/1195801329741/DirectorioPadre
"Biblioteca ""San Eloy"" de Caja Duero. Salamanca";"Biblioteca ""San Eloy"" de Caja Duero. Salamanca";Miguel Ángel Matías Rodríguez;Plaza de San Boal s/n. 37002 Salamanca;Plaza de San Boal s/n;37002;Salamanca;1,18E+12;;923 210 555;;;;https://www.cajaduero.es/obrasocial/quienessomos/centros/bibliotecas.aspx;40.96742346868044#-5.663108825683594#88;;Salamanca;1,28E+12;1,20E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSalamanca/es/Plantilla100Detalle/1284212879599/_/1196233360778/DirectorioPadre
Biblioteca de la Universidad de Salamanca;Biblioteca de la Universidad de Salamanca;José Antonio Merlo Vega;Campus Miguel de Unamuno, Facultad de Derecho. Planta sótano, 37007 Salamanca;Campus Miguel de Unamuno, Facultad de Derecho. Planta sótano;37007;Salamanca;1,18E+12;;923 294 753, 923 294 503;;;merlo@usal.es;http://sabus.usal.es/;40.96794194063113#-5.677013397216797#88;;Salamanca;1,28E+12;1,20E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSalamanca/es/Plantilla100Detalle/1284212879599/_/1201083976064/DirectorioPadre
"Biblioteca Pública Municipal ""Gabriel y Galán"" de Salamanca";;;;Plaza de Gabriel y Galán s/n;37005;Salamanca;1,18E+12;;923 220 099;;;;http://bibliotecas.aytosalamanca.es/;40.970177804252955#-5.6613922119140625#88;;Salamanca;1,28E+12;1,21E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSalamanca/es/Plantilla100Detalle/1284212879599/_/1207035239184/DirectorioPadre
Biblioteca Pública de Salamanca;;;;C/ Compañía, 2;37002;Salamanca;1,18E+12;;923 269 317;;923 269 758;bpsalamanca@jcyl.es;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSalamanca/es/Plantilla66y33/1284212879599/_/_/_;40.96289476705421#-5.665828585624695#106;;Salamanca;1,28E+12;1,28E+12;20140529;http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1284248894319/DirectorioPadre
Biblioteca Pública Municipal de Arcos de Jalón;;Mª Carmen de la Hoz Prada ;C/ Sintex Obrador, 7. 42250 Arcos de Jalón;C/ Sintex Obrador, 7;42250;Arcos de Jalón;1,18E+12;;;;;bpm.arcosdejalon@gmail.com;;41.21624116497428#-2.2752857208251953#88;;Soria;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSoria/es/Plantilla100Detalle/1284212879671/_/1194246983409/DirectorioPadre
Biblioteca Pública Municipal de Morón de Almazán;;Juliana Tajahuerce Moreno;;Avda. La Estación, 2;42223;Morón de Almazán;1,18E+12;;;;;;;41.41466798546652#-2.4132156372070312#82;;Soria;1,28E+12;1,19E+12;20140313;http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1194247037976/DirectorioPadre
Biblioteca del Museo Numantino. Soria;Biblioteca del Museo Numantino. Soria;Miguel Ángel Rufas Gutiérrez;C/ El Espolón 8. 42001, Soria;C/ El Espolón 8;42001;Soria;1,18E+12;;975 221 428;;;;;41.7644778901317#-2.470228672027588#94;;Soria;1,28E+12;1,20E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSoria/es/Plantilla100Detalle/1284212879671/_/1200416928216/DirectorioPadre
Biblioteca Pública Municipal de Íscar;;Yolanda Jiménez Ballesteros;;Plaza Mayor, 1;47420;Iscar;1,18E+12;;983 611 003;;;biblioteca.iscar@dip-valladolid.es;;41.36215465974967#-4.533963203430176#88;;Valladolid;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaValladolid/es/Plantilla100Detalle/1276515979208/_/1193641879745/DirectorioPadre
Biblioteca Pública Municipal de Medina del Campo;;Beatriz Guerra Posadas;;C/ S. Martín 24. Palacio de Falces;47400;Medina del Campo;1,18E+12;;983 812 565;;;biblioteca@ayto-medinadelcampo.es;;41.31069493916052#-4.917583465576172#88;;Valladolid;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaValladolid/es/Plantilla100Detalle/1276515979208/_/1193641893194/DirectorioPadre
"Biblioteca Pública Municipal ""Adolfo Miaja de la Muela""";;Azucena Fernández Corredera;;Centro Integrado Zona Este. Pza. del Biólogo J. A. Valverde, 1;47012;Valladolid;1,18E+12;;983 134 773;;;bmam@ava.es;;41.64501729480647#-4.711031913757324#88;;Valladolid;1,28E+12;1,20E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaValladolid/es/Plantilla100Detalle/1276515979208/_/1202286527957/DirectorioPadre
Punto de Préstamo Barrio de Las Flores. Valladolid;;;;Centro Municipal. C/ Margarita, 16;47017;Valladolid;1,18E+12;;983 214 425;;;;;41.64347793485424#-4.694466590881348#88;;Valladolid;1,28E+12;1,20E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaValladolid/es/Plantilla100Detalle/1276515979208/_/1202286849138/DirectorioPadre
Punto de Préstamo Barrio de La Overuela. Valladolid;;;;Centro Municipal. C/ La 41, 12;47009;Valladolid;1,18E+12;;983 358 698;;;;;41.69268716517787#-4.708714485168457#88;;Valladolid;1,28E+12;1,20E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaValladolid/es/Plantilla100Detalle/1276515979208/_/1202287459841/DirectorioPadre
Biblioteca de la Obra Social de Caja Duero. Medina del Campo;;Pilar García Cañas;C/ Almirante, 8. 47400 Medina del Campo (Valladolid);C/ Almirante, 8;47400;Medina del Campo;1,18E+12;;983 804 047;;;;;41.309147618176794#-4.916038513183594#88;;Valladolid;1,28E+12;1,20E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaValladolid/es/Plantilla100Detalle/1276515979208/_/1202287784121/DirectorioPadre
Biblioteca de la Universidad Europea Miguel de Cervantes. Valladolid;;Mercedes Santiago Calvo;;C/ Padre Julio Chevalier, 2;47012;Valladolid;1,18E+12;;983 228 508 (Ext. 401);983 278 958;;biblioteca@uemc.es;http://www.uemc.es/es/Biblioteca/Paginas/Biblioteca.aspx;41.62724827814965#-4.716353416442871#88;;Valladolid;1,28E+12;1,20E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaValladolid/es/Plantilla100Detalle/1276515979208/_/1202287786845/DirectorioPadre
Biblioteca de la Academia de Caballería de Valladolid;;;Paseo de Zorrilla, 2. 47406 Valladolid;Paseo de Zorrilla, 2;47006;Valladolid;1,18E+12;;983 350 200;;;;http://www.ejercito.mde.es/unidades/Madrid/ihycm/Bibliotecas/biblioteca-caballeria.html, http://www.portalcultura.mde.es/cultural/bibliotecas/castillaLeon/biblioteca_115.html;41.64886553378953#-4.729528427124023#82;;Valladolid;1,28E+12;1,20E+12;20140313;http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1202287788602/DirectorioPadre
Biblioteca de Castilla y León;;;;Plaza de la Trinidad, 2;47003;Valladolid;1,18E+12;;983 358 599;;983 359 040;bcl@jcyl.es;http://www.bibliotecas.jcyl.es;41.65746311219742#-4.729791283607483#106;;Valladolid;1,28E+12;1,28E+12;20140313;http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1284293999085/DirectorioPadre
Biblioteca del Centro de Formación del Profesorado e Innovación Educativa;;;Avda. de Requejo, 37. 49022 ZAMORA;Avda. de Requejo 37;49022;Zamora;1,18E+12;;980 514 398;;980 513 202;49700027@educa.jcyl.es;;41.515438276267524#-5.73012113571167#94;;Zamora;1,28E+12;1,20E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaZamora/es/Plantilla100Detalle/1284212879708/_/1197282433632/DirectorioPadre
"Biblioteca de la Fundación Hispano-Lusa ""Rei Afonso Henriques"". Zamora";;Cristina Tamames García;Avda. Nazareno de San Frontis, s/n. 49027 Zamora;Avda. Nazareno de San Frontis, s/n;49027;Zamora;1,18E+12;;980 53 50 52;980 53 28 43;;ctamames@frah.es;http://www.bdhel.com/frah/index.htm;41.49751304011275#-5.749803185462952#94;;Zamora;1,28E+12;1,20E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaZamora/es/Plantilla100Detalle/1284212879708/_/1197282439847/DirectorioPadre
Biblioteca Pública Municipal de Fuentesaúco;Biblioteca Pública Municipal de Fuentesaúco;María José Iglesias Blanco;Plaza Doctor Armenteros. 49400 Fuentesaúco;Plaza Doctor Armenteros;49400;Fuentesaúco;1,18E+12;;980 600 920 (Btca.), 980 600 002 (Ayto.);980 600 056 (Ayto.);;BPM.FSAUC@gmail.com;;41.2322511419567#-5.496039390563965#88;;Zamora;1,28E+12;1,20E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaZamora/es/Plantilla100Detalle/1284212879708/_/1203343837305/DirectorioPadre
Biblioteca Pública Municipal de Fermoselle;Biblioteca Pública Municipal de Fermoselle;Consueleo Seisdedos Tásner;Plaza Calvo Sotelo, s/n. 49220 Fermoselle (Zamora);Paza Calvo Sotelo, s/n;49220;Fermoselle;1,18E+12;;980 613 003 (Ayto.);;980 613 533 (Ayto.);BPM.FERMO@gmail.com;;41.319301241850354#-6.399579048156738#88;;Zamora;1,28E+12;1,20E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaZamora/es/Plantilla100Detalle/1284212879708/_/1203344046991/DirectorioPadre
Biblioteca Pública Municipal de Rionegro del Puente;"Biblioteca Pública Municipal ""Diego de Losada"" de Rionegro del Puente";Mª Socorro Pérez Colinas;Plaza Losada, s/n. 49326 Rionegro del Puente (Zamora);Plaza Losada, s/n;49326;Rionegro del Puente;1,18E+12;;980 652 003 (Ayto.);;980 652 003 (Ayto.);BPM.RIONG@gmail.com;;42.00695837037897#-6.227102279663086#88;;Zamora;1,28E+12;1,20E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaZamora/es/Plantilla100Detalle/1284212879708/_/1203344062274/DirectorioPadre
Biblioteca Pública Municipal de Santa Cristina de la Polvorosa;Biblioteca Pública Municipal de Santa Cristina de la Polvorosa;Begoña Pardal Martínez / Angela Fernández Fernández;C/ Carretas, 1. 49620 Santa Cristina de la Polvorosa (Zamora);C/ Carretas, 1;49620;Santa Cristina de la Polvorosa;1,18E+12;;980 631 803 (Btca.), 980 631 938 (Ayto.);;980 635 233 (Ayto.);BPM.SPOLV@gmail.om;;42.000101902853295#-5.7119035720825195#88;;Zamora;1,28E+12;1,20E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaZamora/es/Plantilla100Detalle/1284212879708/_/1203344077086/DirectorioPadre
Biblioteca del Archivo Histórico de Zamora;;María Concepción Maíllo Gallego;Rúa de los Francos, nº1. 49001 Zamora;Rúa de los Francos, nº1;49001;Zamora;1,18E+12;;980 532 181;;980 523 425;archivo.zamora@jcyl.es, lobcasev@jcyl.es;;41.501980752838925#-5.7487088441848755#106;;Zamora;1,28E+12;1,24E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaZamora/es/Plantilla100Detalle/1284212879708/_/1238497601648/DirectorioPadre
Biblioteca Pública Municipal de Oña;;Pablo Gómez Tricio;;Plaza del Padre Cereceda, s/n;9530;Oña;1,18E+12;;947 300 190;;;biblonia1987@yahoo.es;http://www.oña.es/turismo-y-ocio/bibliotecas;42.73456241042299#-3.415074348449707#88;;Burgos;1,28E+12;1,19E+12;20140319;http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1193378559234/DirectorioPadre
Biblioteca Pública Municipal de Villarcayo;;María Macarena Arce Peyo;;C/ Laín Calvo, s/n;9550;Villarcayo de Merindad de Castilla La Vieja;1,18E+12;;947 130 346, 947 131 444 (Ayto.);;;casadecultura@villarcayo.org;http://www.villarcayo.org/index.php?seccion=enlaces;42.93704038597423#-3.575320243835449#88;;Burgos;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaBurgos/es/Plantilla100Detalle/1284212879414/_/1193378560097/DirectorioPadre
Biblioteca Pública Municipal de Fabero;Biblioteca Pública Municipal de Fabero;Concepción Rodríguez Liébana;Plaza Eloy Terrón, s/n. 24420 Fabero;Plaza Eloy Terrón, s/n;24420;Fabero;1,18E+12;;987 550 211, 987 550 314 (Ayto.);987 551 729 (Ayto.);;bibliompalfabero@gmail.com;;42.76671393400669#-6.625946760177612#100;;León;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaLeon/es/Plantilla100Detalle/1284212879528/_/1194605564331/DirectorioPadre
Biblioteca Pública Municipal de Cebreros;;Miguel Ángel Díaz Robledo;Travesía Plaza España, s/n 05260 Cebreros;Travesía Plaza España, s/n;5260;Cebreros;1,18E+12;;918 633 005;918 630 087;918 633 005;bibliotecacebreros@hotmail.com;;40.45467248117739#-4.464764893054962#112;;Ávila;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaAvila/es/Plantilla100Detalle/1284212873300/_/1193120400751/DirectorioPadre
Biblioteca Pública Municipal de Fontiveros;;Ana García Martín;C/ Concentración Parcelaria,1 05310 Fontiveros;C/ Concentración Parcelaria,1;5310;Fontiveros;1,18E+12;;920 245 035;;;bibliofontive@terra.es;;40.927703705924415#-4.963089823722839#106;;Ávila;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaAvila/es/Plantilla100Detalle/1284212873300/_/1193120401797/DirectorioPadre
Biblioteca Auxiliar del Archivo Histórico Provincial de Ávila;;Carmen López Sanchidrián;Plaza Concepción Arenal, s/n 05001 Ávila;Plaza Concepción Arenal, s/n;5001;Ávila;1,18E+12;;920 221 690;;920 352 161;archivo.avila@jcyl.es;http://www.archivoscastillayleon.jcyl.es/web/jcyl/ArchivosCastillaYLeon/es/Plantilla66y33/1258122340382/_/_/_;40.65814560149473#-4.702341556549072#106;;Ávila;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaAvila/es/Plantilla100Detalle/1284212873300/_/1193727711585/DirectorioPadre
Biblioteca Pública Municipal de Burgohondo;;María Blanco Madariaga;C/ Velázquez, 3 Bajo 05113 Burgohondo;C/ Velázquez, 3 Bajo;5113;Burgohondo;1,18E+12;;920 284 172;;;pij@burgohondo.es;;40.41516450264037#-4.788217842578888#112;;Ávila;1,28E+12;1,28E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaAvila/es/Plantilla100Detalle/1284212873300/_/1284222197011/DirectorioPadre
Biblioteca Pública Municipal de Aranda de Duero;;Manuel Arandilla Navajo;;Plaza del Trigo, 9;9400;Aranda de Duero;1,18E+12;;947 511 275;;947 511 513;biblioteca@arandadeduero.es;http://www.bibliotecaspublicas.es/arandadeduero/index.jsp;41.67191808435801#-3.6875009536743164#88;;Burgos;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaBurgos/es/Plantilla100Detalle/1284212879414/_/1191655501599/DirectorioPadre
Biblioteca Pública Municipal de Arija;;Soledad González López;;C/ Mayor, s/n;9570;Arija;1,18E+12;;942 773 001 (Ayto), 942 773 600 (Biblioteca);;;arija@diputaciondeburgos.net;;42.98584528227718#-3.9602279663085937#88;;Burgos;1,28E+12;1,19E+12;20140313;http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1193292151244/DirectorioPadre
Biblioteca Pública Municipal de Miranda de Ebro;;;;C/ Río Ebro, 31;9200;Miranda de Ebro;1,18E+12;;947 333 694;947 349 113;;biblioteca@mirandadeebro.es;;42.68230920612481#-2.9442930221557617#88;;Burgos;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaBurgos/es/Plantilla100Detalle/1284212879414/_/1193292151729/DirectorioPadre
Biblioteca Pública Municipal de Roa de Duero;;Mª Jesús Pérez Martinez;;Avda. de la Paz, s/n;9300;Roa;1,18E+12;;947 541 824;;;biblioroa@gmail.com;;41.69775021463926#-3.93035888671875#88;;Burgos;1,28E+12;1,19E+12;20140313;http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1193378559656/DirectorioPadre
Biblioteca de la Diputación Provincial de Burgos;;Carmen Miguel Miguel;; Monasterio de San Agustín. C/ Madrid 24;9002;Burgos;1,18E+12;;947 255 758;;;biblioteca@diputaciondeburgos.es;http://www.burgos.es/otros-servicios/biblioteca-castilla-y-leon;42.334914040266206#-3.699474334716797#88;;Burgos;1,28E+12;1,20E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaBurgos/es/Plantilla100Detalle/1284212879414/_/1202287006245/DirectorioPadre
Biblioteca de la Escuela de Arte de Burgos;;Mª Luz Calleja;;C/ Sahagún s/n.;9001;Burgos;1,18E+12;;947 227 582;947 235 611;;info@escueladearteburgos.com;http://escueladearteburgos.com/;42.34192463515879#-3.7444496154785156#82;;Burgos;1,28E+12;1,20E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaBurgos/es/Plantilla100Detalle/1284212879414/_/1202287006801/DirectorioPadre
Biblioteca Pública Municipal de La Virgen del Camino;Biblioteca Pública Municipal de La Virgen del Camino;Gemma Hernández;Avda. de la Aviación, 58. 24198 La Virgen del Camino (León);Avda. de la Aviación, 58;24198;Valverde de la Virgen;1,18E+12;;987 302 343, 987 303 431 (Ayto.);987 303 461 (Ayto.);;bibliotecavdc@hotmail.com;;42.58247404621375#-5.6417155265808105#94;;León;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaLeon/es/Plantilla100Detalle/1284212879528/_/1194591164847/DirectorioPadre
Biblioteca de la Universidad de León;;;;Campus de Vegazana, s/n;24071;León;1,18E+12;;987 29 11 33;;;;http://biblioteca.unileon.es/;42.611348608541284#-5.560015439987183#76;;León;1,28E+12;1,28E+12;20140415;http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1284317252744/DirectorioPadre
Biblioteca Pública Municipal de Barruelo de Santullán;;Ofelia Rojo Díez;C/ Hermano Bernardo, s/n. 34820 Barruelo de Santullán;C/ Hermano Bernardo, s/n;34820;Barruelo de Santullán;1,18E+12;;979 606 090;;;bibliotecabarruelo@hotmail.com;;42.908238654834896#-4.28866982460022#100;;Palencia;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaPalencia/es/Plantilla100Detalle/1284212879564/_/1194332696747/DirectorioPadre
Biblioteca Pública Municipal de Velilla del Río Carrión;;Olga Piedrabuena Mancebo;Plaza Mayor, s/n. 34886 Velilla del Río Carrión;Plaza Mayor, s/n;34886;Velilla del Río Carrión;1,18E+12;;;;;bpmvelillarc@live.com;;42.82580130248629#-4.847400784492493#106;;Palencia;1,28E+12;1,20E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaPalencia/es/Plantilla100Detalle/1284212879564/_/1195196685805/DirectorioPadre
Biblioteca Pública Municipal de Cantalapiedra;;Jesús Benito Zazo;;Plaza de Ramón Laporta, 1;37400;Cantalapiedra;1,18E+12;;923 530 001, 923 530 940;;923 530 001;bibliojesus@hotmail.com;;41.12533617820947#-5.182371139526367#88;;Salamanca;1,28E+12;1,20E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSalamanca/es/Plantilla100Detalle/1284212879599/_/1195687000475/DirectorioPadre
Biblioteca Pública Municipal de La Alberca;;Ana Manuela García Martín;;C/ La Puente, 3;37624;Alberca (La);1,18E+12;;923 415 404, 923 415 036;;923 415 035;bibliolaalberca@eresmas.com;;40.487921452018014#-6.10865592956543#88;;Salamanca;1,28E+12;1,20E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSalamanca/es/Plantilla100Detalle/1284212879599/_/1195801290850/DirectorioPadre
Biblioteca Pública Municipal de Cespedosa de Tormes;Biblioteca Pública Municipal de Cespedosa de Tormes;Emilia Castro Fuentes;C/ Cristo. 37750 Cespedosa de Tormes (Salamanca);C/ Cristo;37750;Cespedosa de Tormes;1,18E+12;;923 152 850;;;telecentrocespedosa@hotmail.com;;40.54296078563372#-5.57981014251709#88;;Salamanca;1,28E+12;1,20E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSalamanca/es/Plantilla100Detalle/1284212879599/_/1195801304325/DirectorioPadre
Biblioteca Pública Municipal de Horcajo Medianero;;Luis García González;;C/ Diego Salas Pombo;37860;Horcajo Medianero;1,18E+12;;923 15 15 24;;;;;40.63974890854884#-5.40802001953125#71;;Salamanca;1,28E+12;1,20E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSalamanca/es/Plantilla100Detalle/1284212879599/_/1195801309714/DirectorioPadre
Biblioteca Pública Municipal de Linares de Riofrío;;Consuelo Rodríguez Boada;;C/ Juan Carlos I, 56;37760;Linares de Riofrío;1,18E+12;;923 416 066;;;conso1957@hotmail.com;;40.58084541443101#-5.919485092163086#82;;Salamanca;1,28E+12;1,20E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSalamanca/es/Plantilla100Detalle/1284212879599/_/1195801326591/DirectorioPadre
Biblioteca Pública Municipal de Los Santos;;Eva Arroyo Hernández;;Pza. Constitución, s/n;37768;Santos (Los);1,18E+12;;923 592 102;;923 592 001;ayuntamientolossantos@yahoo.es;;40.5441022020864#-5.798463821411133#88;;Salamanca;1,28E+12;1,20E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSalamanca/es/Plantilla100Detalle/1284212879599/_/1195801336693/DirectorioPadre
Biblioteca Pública Municipal de Villarino de los Aires;;Mª Isabel Martín Martín;;C/ Eras, 16;37160;Villarino de los Aires;1,18E+12;;923 573 001;;923 573 001;admonvillarino@terra.es;;41.268065718834144#-6.465883255004883#94;;Salamanca;1,28E+12;1,20E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSalamanca/es/Plantilla100Detalle/1284212879599/_/1195801350314/DirectorioPadre
Biblioteca del Cento Sociocultural Plaza de Trujillo de Caja Duero;;;;Plaza de Trujillo s/n.;37003;Salamanca;1,18E+12;;923 28 03 60;;;;http://www.cajaespana-duero.es/obrasocial/quienessomos/centros/centro_bib_sa7.aspx;40.965257406110645#-5.6508564949035644#100;;Salamanca;1,28E+12;1,21E+12;20140610;http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1207835051008/DirectorioPadre
Biblioteca Pública Municipal de Mozoncillo;;Mª Jesús Herranz Arribas;C/ La Fragua s/n. 40250 Mozoncillo;C/ La Fragua s/n;40250;Mozoncillo;1,18E+12;;921 577 490;;;biblitoeca@aytomozoncillo.es;;41.14695126753828#-4.186424016952515#100;;Segovia;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSegovia/es/Plantilla100Detalle/1284212879636/_/1191909670995/DirectorioPadre
Biblioteca Pública Municipal Carlos Parrondo. San Ildefonso;;Fuencisla Álvaro Marinas;Plaza del Matadero, s/n. 40100 San Ildefonso;Plaza del Matadero, s/n;40100;San Ildefonso;1,18E+12;;921 471 600;;;biblioteca@lagranja-valsain.com;;40.902566179161425#-4.005197882652283#100;;Segovia;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSegovia/es/Plantilla100Detalle/1284212879636/_/1191909671725/DirectorioPadre
Biblioteca Pública Municipal de Turégano;Biblioteca Pública Municipal de Turégano;Lourdes Izquierdo García;C/ Rufino Cano de Rueda, 29. 40370 Turégano;C/ Rufino Cano de Rueda, 29;40370;Turégano;1,18E+12;;;;;;;41.15514091920412#-4.008333384990692#94;;Segovia;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSegovia/es/Plantilla100Detalle/1284212879636/_/1191909671996/DirectorioPadre
