INCIDENTID,TYPE,DESCRIPTION,DATE,DISTRICT,STATE,ADDRESS,asWKT
140669348,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",2014-12-29,SOUTHERN,NONE,300.0 Block of 12TH ST,POINT(37.7725007215281 -122.41237703478)
140785659,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",2014-12-29,NORTHERN,NONE,0.0 Block of PAGE ST,POINT(37.774162623921 -122.420916963005)
140756882,OTHER_OFFENSES,DANGER OF LEADING IMMORAL LIFE,2014-12-29,MISSION,JUVENILE CITED,3000.0 Block of 16TH ST,POINT(37.7650439694221 -122.420349561822)
140668481,BURGLARY,"BURGLARY OF STORE, FORCIBLE ENTRY",2014-12-29,RICHMOND,NONE,3500.0 Block of GEARY BL,POINT(37.7813352352714 -122.456567446583)
140672197,OTHER_OFFENSES,TRAFFIC VIOLATION,2014-12-29,NORTHERN,"ARREST, CITED",TURK ST / LARKIN ST,POINT(37.7823798970774 -122.417340533228)
140640655,OTHER_OFFENSES,MISCELLANEOUS INVESTIGATION,2014-12-29,RICHMOND,NONE,1500.0 Block of BRODERICK ST,POINT(37.7844267703853 -122.441458405736)
140665380,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",2014-12-29,BAYVIEW,"ARREST, BOOKED",500.0 Block of BARNEVELD AV,POINT(37.740002630571 -122.404342305005)
140792080,NON_CRIMINAL,"AIDED CASE, MENTAL DISTURBED",2014-12-29,CENTRAL,PSYCHOPATHIC CASE,SUTTER ST / HYDE ST,POINT(37.7881786971047 -122.4168291485)
140763611,OTHER_OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",2014-12-29,SOUTHERN,"ARREST, CITED",MARKET ST / 10TH ST,POINT(37.7765400380625 -122.417504703145)
146173313,LARCENY_THEFT,GRAND THEFT FROM LOCKED AUTO,2014-12-29,PARK,NONE,100.0 Block of MOUNTAINSPRING AV,POINT(37.7579963398996 -122.450927835424)
140803029,ASSAULT,BATTERY,2014-12-29,MISSION,NONE,2000.0 Block of MARKET ST,POINT(37.7691618402243 -122.426893114012)
146214149,LARCENY_THEFT,GRAND THEFT FROM LOCKED AUTO,2014-12-29,SOUTHERN,NONE,800.0 Block of BRYANT ST,POINT(37.7752316978411 -122.403742962696)
140738824,NON_CRIMINAL,LOST PROPERTY,2014-12-29,MISSION,NONE,1000.0 Block of POTRERO AV,POINT(37.7568256145719 -122.406656623063)
146183118,LARCENY_THEFT,PETTY THEFT OF PROPERTY,2014-12-29,CENTRAL,NONE,400.0 Block of MASON ST,POINT(37.7872357017072 -122.409851224319)
140658028,BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",2014-12-29,TARAVAL,NONE,2600.0 Block of 21ST AV,POINT(37.737995389749 -122.477349251518)
140688956,VANDALISM,DAMAGE TO FIRE ALARM APPARATUS,2014-12-29,BAYVIEW,NONE,4600.0 Block of 3RD ST,POINT(37.735595886125 -122.390372187902)
140719830,LARCENY_THEFT,PETTY THEFT FROM UNLOCKED AUTO,2014-12-29,MISSION,"ARREST, BOOKED",500.0 Block of SOUTH VAN NESS AV,POINT(37.7650961893241 -122.41743773895)
140703316,LARCENY_THEFT,GRAND THEFT FROM LOCKED AUTO,2014-12-29,CENTRAL,NONE,COLUMBUS AV / LOMBARD ST,POINT(37.8027563489264 -122.413625833323)
140733551,ROBBERY,ROBBERY OF A CHAIN STORE WITH BODILY FORCE,2014-12-29,CENTRAL,"ARREST, BOOKED",300.0 Block of POWELL ST,POINT(37.7876829825053 -122.40833353294)
140769299,ROBBERY,ROBBERY OF A CHAIN STORE WITH A KNIFE,2014-12-29,SOUTHERN,"ARREST, BOOKED",100.0 Block of FREMONT ST,POINT(37.7892650315662 -122.395131958967)
140649710,VEHICLE_THEFT,STOLEN AUTOMOBILE,2014-12-29,TARAVAL,NONE,100.0 Block of PLYMOUTH AV,POINT(37.7116989190651 -122.455901918397)
140748271,OTHER_OFFENSES,HARASSING PHONE CALLS,2014-12-29,RICHMOND,NONE,400.0 Block of 23RD AV,POINT(37.7785936187426 -122.482520027753)
146193145,LARCENY_THEFT,GRAND THEFT FROM LOCKED AUTO,2014-12-29,NORTHERN,NONE,LARKIN ST / LOMBARD ST,POINT(37.8017586868305 -122.42126135848)
140682760,NON_CRIMINAL,FOUND PROPERTY,2014-12-29,PARK,NONE,CASTRO ST / MARKET ST,POINT(37.7626702771169 -122.435187699349)
140742411,FRAUD,"CREDIT CARD, THEFT BY USE OF",2014-12-29,TARAVAL,NONE,TARAVAL ST / 31ST AV,POINT(37.7429561176677 -122.477834892704)
140778381,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",2014-12-29,BAYVIEW,NONE,100.0 Block of THORNTON AV,POINT(37.730825746617 -122.393684493628)
140689299,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",2014-12-29,TENDERLOIN,NONE,300.0 Block of ELLIS ST,POINT(37.7849470607082 -122.412409303965)
140785176,SUSPICIOUS_OCC,SUSPICIOUS OCCURRENCE,2014-12-29,MISSION,NONE,16TH ST / POTRERO AV,POINT(37.7657827544572 -122.407538332319)
140684700,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",2014-12-29,MISSION,NONE,2000.0 Block of MISSION ST,POINT(37.76502325247 -122.419711493032)
140732757,BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",2014-12-29,MISSION,"ARREST, BOOKED",1100.0 Block of DOLORES ST,POINT(37.7511780035859 -122.425048140561)
146185512,LARCENY_THEFT,GRAND THEFT FROM LOCKED AUTO,2014-12-29,INGLESIDE,NONE,ANKENY ST / WARD ST,POINT(37.7183391477119 -122.403554357827)
140682839,FRAUD,"CREDIT CARD, THEFT OF",2014-12-29,SOUTHERN,"ARREST, BOOKED",200.0 Block of 10TH ST,POINT(37.7735601194711 -122.413706535754)
140719238,WARRANTS,ENROUTE TO ADULT AUTHORITY,2014-12-29,SOUTHERN,"ARREST, BOOKED",800.0 Block of MARKET ST,POINT(37.7847532835996 -122.407036790381)
146171339,LARCENY_THEFT,PETTY THEFT OF PROPERTY,2014-12-29,PARK,NONE,1400.0 Block of WALLER ST,POINT(37.7689239994274 -122.44818664287)
146190163,LARCENY_THEFT,GRAND THEFT FROM LOCKED AUTO,2014-12-29,SOUTHERN,NONE,MISSION ST / 7TH ST,POINT(37.7792122590382 -122.410939205552)
140762572,FORGERY_COUNTERFEITING,"FORGERY, POSSESSION DRIVERS LICENSE OR ID-CARD",2014-12-29,SOUTHERN,"ARREST, BOOKED",800.0 Block of HOWARD ST,POINT(37.7832768695857 -122.402750548032)
140735228,BURGLARY,"BURGLARY, HOT PROWL, FORCIBLE ENTRY",2014-12-29,PARK,NONE,800.0 Block of DUBOCE AV,POINT(37.7691254501962 -122.436928137981)
140746980,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,2014-12-29,CENTRAL,"ARREST, BOOKED",WASHINGTON ST / DRUMM ST,POINT(37.7963478739739 -122.396962385547)
140700748,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,2014-12-29,PARK,"ARREST, CITED",600.0 Block of BUENAVISTAWEST AV,POINT(37.7669453512078 -122.443837364388)
140731094,WARRANTS,WARRANT ARREST,2014-12-29,CENTRAL,"ARREST, BOOKED",400.0 Block of BUSH ST,POINT(37.790654225215 -122.405139711596)
146170018,LARCENY_THEFT,GRAND THEFT FROM UNLOCKED AUTO,2014-12-29,CENTRAL,NONE,THE EMBARCADERONORTH ST / WASHINGTON ST,POINT(37.7966652983311 -122.395329662983)
140693303,OTHER_OFFENSES,POSSESSION OF BURGLARY TOOLS,2014-12-29,SOUTHERN,"ARREST, BOOKED",800.0 Block of MARKET ST,POINT(37.7850491022993 -122.406659517434)
140735591,OTHER_OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",2014-12-29,NORTHERN,"ARREST, CITED",GEARY BL / LAGUNA ST,POINT(37.7849531241909 -122.427991151911)
146154749,LARCENY_THEFT,PETTY THEFT OF PROPERTY,2014-12-29,TENDERLOIN,NONE,0.0 Block of UNITEDNATIONS PZ,POINT(37.7797530606274 -122.415103667905)
140815115,OTHER_OFFENSES,TRAFFIC VIOLATION ARREST,2014-12-29,TENDERLOIN,"ARREST, BOOKED",TURK ST / HYDE ST,POINT(37.7825851968764 -122.415694922134)
140710082,ROBBERY,"ROBBERY, BODILY FORCE",2014-12-29,NORTHERN,NONE,POLK ST / FERN ST,POINT(37.7882225424559 -122.420211964949)
140745017,NON_CRIMINAL,LOST PROPERTY,2014-12-29,NORTHERN,NONE,1300.0 Block of BUSH ST,POINT(37.7887649997508 -122.419525700809)
140738733,VEHICLE_THEFT,STOLEN AUTOMOBILE,2014-12-29,TARAVAL,NONE,1300.0 Block of 47TH AV,POINT(37.7635611356602 -122.460951552989)
140678258,DRUG_NARCOTIC,TRANSPORTAION OF CONTROLLED SUBSTANCE,2014-12-29,CENTRAL,"ARREST, BOOKED",NORTHPOINT ST / STOCKTON ST,POINT(37.8069630726241 -122.410500605559)
140656276,VEHICLE_THEFT,STOLEN AUTOMOBILE,2014-12-29,INGLESIDE,NONE,800.0 Block of VIENNA ST,POINT(37.7153439596368 -122.434118943259)
140784093,OTHER_OFFENSES,PROBATION VIOLATION,2014-12-29,BAYVIEW,"ARREST, BOOKED",1500.0 Block of NEWHALL ST,POINT(37.7348012804434 -122.393044082696)
146163847,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",2014-12-29,CENTRAL,NONE,400.0 Block of STOCKTON ST,POINT(37.7898710452058 -122.40700591265)
140658454,LARCENY_THEFT,GRAND THEFT FROM UNLOCKED AUTO,2014-12-29,BAYVIEW,NONE,0.0 Block of BERTHA LN,POINT(37.7331427061792 -122.380947789154)
140821736,LARCENY_THEFT,PETTY THEFT FROM A BUILDING,2014-12-29,TENDERLOIN,NONE,200.0 Block of GOLDEN GATE AV,POINT(37.7817687938126 -122.414871823827)
140805520,NON_CRIMINAL,"AIDED CASE, MENTAL DISTURBED",2014-12-29,NORTHERN,PSYCHOPATHIC CASE,CHESTNUT ST / FILLMORE ST,POINT(37.8008126645979 -122.436275324778)
140757971,OTHER_OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",2014-12-29,CENTRAL,"ARREST, CITED",HYDE ST / GEARY ST,POINT(37.7863086886101 -122.416452065595)
140651947,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",2014-12-29,TARAVAL,NONE,2300.0 Block of 16TH AV,POINT(37.7431979364806 -122.472522120567)
140773927,NON_CRIMINAL,"AIDED CASE, INJURED PERSON",2014-12-29,BAYVIEW,NONE,GALVEZ AV / 3RD ST,POINT(37.7411092864876 -122.38847839624)
146190204,LARCENY_THEFT,GRAND THEFT FROM UNLOCKED AUTO,2014-12-29,SOUTHERN,NONE,1400.0 Block of MISSION ST,POINT(37.7747460474915 -122.416514115591)
140657581,NON_CRIMINAL,LOST PROPERTY,2014-12-29,MISSION,NONE,CAPP ST / 16TH ST,POINT(37.7651098786518 -122.418701003284)
140815648,KIDNAPPING,"KIDNAPPING, ADULT VICTIM",2014-12-29,TARAVAL,NONE,SAGAMORE ST / ALEMANY BL,POINT(37.7111712111385 -122.462542742447)
140788540,DRIVING_UNDER_THE_INFLUENCE,DRIVING WHILE UNDER THE INFLUENCE OF ALCOHOL,2014-12-29,MISSION,"ARREST, BOOKED",200.0 Block of JERSEY ST,POINT(37.7507953335192 -122.43084552745)
140813391,SUSPICIOUS_OCC,SUSPICIOUS OCCURRENCE,2014-12-29,SOUTHERN,NONE,800.0 Block of BRYANT ST,POINT(37.7751775060495 -122.403675173997)
140687215,ASSAULT,INFLICT INJURY ON COHABITEE,2014-12-29,TENDERLOIN,"ARREST, BOOKED",100.0 Block of TAYLOR ST,POINT(37.7836261627525 -122.410894438467)
140739082,LARCENY_THEFT,PETTY THEFT FROM A BUILDING,2014-12-29,TENDERLOIN,NONE,0.0 Block of OFARRELL ST,POINT(37.7867246331993 -122.405795379675)
146155004,LARCENY_THEFT,GRAND THEFT OF PROPERTY,2014-12-29,CENTRAL,NONE,2500.0 Block of TAYLOR ST,POINT(37.8059124188859 -122.415304505552)
140756804,NON_CRIMINAL,FIRE REPORT,2014-12-29,INGLESIDE,NONE,200.0 Block of FLOOD AV,POINT(37.7299273604988 -122.446176285078)
140741128,SUSPICIOUS_OCC,SUSPICIOUS OCCURRENCE,2014-12-29,RICHMOND,NONE,4300.0 Block of CALIFORNIA ST,POINT(37.7851186269434 -122.463843966925)
140665647,BURGLARY,"BURGLARY, HOT PROWL, UNLAWFUL ENTRY",2014-12-29,TARAVAL,NONE,0.0 Block of CHUMASERO DR,POINT(37.7139625948802 -122.473225086569)
140756597,WARRANTS,WARRANT ARREST,2014-12-29,SOUTHERN,"ARREST, BOOKED",800.0 Block of MARKET ST,POINT(37.7850491022993 -122.406659517434)
140755599,ASSAULT,BATTERY,2014-12-29,INGLESIDE,NONE,0.0 Block of RALEIGH ST,POINT(37.727747066974 -122.442125323801)
140821786,WARRANTS,WARRANT ARREST,2014-12-29,SOUTHERN,"ARREST, BOOKED",3RD ST / MISSION ST,POINT(37.7862483456926 -122.402027706948)
146162548,LARCENY_THEFT,GRAND THEFT FROM LOCKED AUTO,2014-12-29,CENTRAL,NONE,KEARNY ST / COLUMBUS AV,POINT(37.7969085529165 -122.405291680009)
140775650,FRAUD,"CREDIT CARD, THEFT BY USE OF",2014-12-29,SOUTHERN,NONE,800.0 Block of BRYANT ST,POINT(37.7752316978411 -122.403742962696)
140749865,LARCENY_THEFT,PETTY THEFT FROM LOCKED AUTO,2014-12-29,NORTHERN,NONE,LYON ST / MARINA BL,POINT(37.8049928468731 -122.448321647541)
140653783,BURGLARY,"BURGLARY, FORCIBLE ENTRY",2014-12-29,RICHMOND,NONE,500.0 Block of 24TH AV,POINT(37.7799223476895 -122.483605738657)
140706376,BURGLARY,"BURGLARY OF APARTMENT HOUSE, ATT FORCIBLE ENTRY",2014-12-29,NORTHERN,NONE,1800.0 Block of FILBERT ST,POINT(37.7986593220463 -122.430392232851)
140667574,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,2014-12-29,RICHMOND,"ARREST, BOOKED",1200.0 Block of JOHNFKENNEDY DR,POINT(37.7709799810515 -122.48736288898)
140692123,DRUG_NARCOTIC,POSSESSION OF MARIJUANA,2014-12-29,MISSION,"ARREST, CITED",0.0 Block of CAMP ST,POINT(37.7639737495808 -122.423287599851)
140744257,VEHICLE_THEFT,STOLEN AUTOMOBILE,2014-12-29,PARK,NONE,300.0 Block of FREDERICK ST,POINT(37.7669232308973 -122.449525870805)
140798185,DRUG_NARCOTIC,POSSESSION OF METH-AMPHETAMINE,2014-12-29,MISSION,"ARREST, BOOKED",1000.0 Block of SHOTWELL ST,POINT(37.7522609006659 -122.415294626191)
140720605,NON_CRIMINAL,"AIDED CASE, MENTAL DISTURBED",2014-12-29,TARAVAL,PSYCHOPATHIC CASE,2100.0 Block of 32ND AV,POINT(37.7470847621232 -122.489804762134)
140762221,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",2014-12-29,TENDERLOIN,NONE,MARKET ST / 8TH ST,POINT(37.7787192628187 -122.414743835382)
140697220,NON_CRIMINAL,"AIDED CASE, MENTAL DISTURBED",2014-12-29,MISSION,"ARREST, BOOKED",1000.0 Block of POTRERO AV,POINT(37.7568256145719 -122.406656623063)
140781328,VEHICLE_THEFT,STOLEN MOTORCYCLE,2014-12-29,MISSION,NONE,500.0 Block of 15TH ST,POINT(37.7672039158928 -122.406207574349)
140821037,LARCENY_THEFT,GRAND THEFT OF PROPERTY,2014-12-29,RICHMOND,NONE,CLEMENT ST / 34TH AV,POINT(37.7815746719193 -122.494521109472)
146165956,NON_CRIMINAL,LOST PROPERTY,2014-12-29,TENDERLOIN,NONE,MARKET ST / 8TH ST,POINT(37.7787192628187 -122.414743835382)
140673032,LARCENY_THEFT,GRAND THEFT FROM LOCKED AUTO,2014-12-29,SOUTHERN,NONE,200.0 Block of 3RD ST,POINT(37.7843722316189 -122.39960084328)
140803580,WARRANTS,WARRANT ARREST,2014-12-29,MISSION,"ARREST, CITED",1400.0 Block of POTRERO AV,POINT(37.7503850679088 -122.405565773107)
146201629,LARCENY_THEFT,GRAND THEFT FROM LOCKED AUTO,2014-12-29,SOUTHERN,NONE,MAIN ST / HARRISON ST,POINT(37.7881341874658 -122.390321524494)
140646067,SUSPICIOUS_OCC,SUSPICIOUS OCCURRENCE,2014-12-29,NORTHERN,NONE,300.0 Block of FULTON ST,POINT(37.7787132856048 -122.422748320745)
140666350,ROBBERY,"ROBBERY, BODILY FORCE",2014-12-29,CENTRAL,"ARREST, BOOKED",100.0 Block of JACKSON ST,POINT(37.7969838270893 -122.398859251506)
140668099,ASSAULT,BATTERY,2014-12-29,SOUTHERN,NONE,800.0 Block of BRYANT ST,POINT(37.7752316978411 -122.403742962696)
140793442,NON_CRIMINAL,AIDED CASE,2014-12-29,MISSION,NONE,3400.0 Block of CESAR CHAVEZ ST,POINT(37.7481124944258 -122.418884968946)
140737058,MISSING_PERSON,MISSING ADULT,2014-12-29,SOUTHERN,NONE,0.0 Block of MOSS ST,POINT(37.77768641276 -122.407867537061)
146198509,LARCENY_THEFT,GRAND THEFT FROM LOCKED AUTO,2014-12-29,SOUTHERN,NONE,300.0 Block of 9TH ST,POINT(37.7729937990469 -122.410714399822)
140706122,LARCENY_THEFT,PETTY THEFT FROM LOCKED AUTO,2014-12-29,NORTHERN,NONE,GEARY BL / FILLMORE ST,POINT(37.7843533426864 -122.432914603494)
140713923,OTHER_OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",2014-12-29,TARAVAL,"ARREST, CITED",44TH AV / NORIEGA ST,POINT(37.753055740012 -122.503262786514)
140689807,OTHER_OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",2014-12-29,SOUTHERN,"ARREST, CITED",MISSION ST / 2ND ST,POINT(37.7880065324689 -122.399802145799)
140707277,SUSPICIOUS_OCC,SUSPICIOUS OCCURRENCE,2014-12-29,RICHMOND,NONE,200.0 Block of 4TH AV,POINT(37.7845851199298 -122.462351863851)
140638917,OTHER_OFFENSES,LOST/STOLEN LICENSE PLATE,2014-12-29,TARAVAL,NONE,2400.0 Block of FUNSTON AV,POINT(37.7426037986226 -122.46915465848)
140658131,LARCENY_THEFT,GRAND THEFT PICKPOCKET,2014-12-29,TENDERLOIN,NONE,OFARRELL ST / LEAVENWORTH ST,POINT(37.7855830588767 -122.414619686906)
140713008,WARRANTS,WARRANT ARREST,2014-12-29,RICHMOND,"ARREST, BOOKED",3700.0 Block of JACKSON ST,POINT(37.7898691855349 -122.455846782103)
140678189,NON_CRIMINAL,"AIDED CASE, MENTAL DISTURBED",2014-12-29,TENDERLOIN,PSYCHOPATHIC CASE,0.0 Block of UNITEDNATIONS PZ,POINT(37.7797530606274 -122.415103667905)
140809704,NON_CRIMINAL,LOST PROPERTY,2014-12-29,TARAVAL,NONE,2300.0 Block of 24TH AV,POINT(37.743833187458 -122.481259266514)
140653705,SUSPICIOUS_OCC,SUSPICIOUS OCCURRENCE,2014-12-29,NORTHERN,NONE,700.0 Block of LARKIN ST,POINT(37.7848288325604 -122.417876547159)
146190668,LARCENY_THEFT,PETTY THEFT OF PROPERTY,2014-12-29,CENTRAL,NONE,1100.0 Block of CALIFORNIA ST,POINT(37.7916581252006 -122.412494797888)
146153252,LARCENY_THEFT,PETTY THEFT OF PROPERTY,2014-12-29,NORTHERN,NONE,GEARY ST / VANNESS AV,POINT(37.7856843389769 -122.421395819115)
140787699,ASSAULT,BATTERY,2014-12-29,TENDERLOIN,PSYCHOPATHIC CASE,100.0 Block of TAYLOR ST,POINT(37.7833988600605 -122.410763183048)
140661203,LARCENY_THEFT,PETTY THEFT FROM UNLOCKED AUTO,2014-12-29,NORTHERN,NONE,2100.0 Block of BROADWAY ST,POINT(37.7945363268488 -122.431915353637)
140715822,NON_CRIMINAL,"AIDED CASE, MENTAL DISTURBED",2014-12-29,INGLESIDE,NONE,MISSION ST / PERSIA AV,POINT(37.7231288307024 -122.43597721703)
140747778,LARCENY_THEFT,GRAND THEFT FROM A BUILDING,2014-12-29,SOUTHERN,NONE,700.0 Block of MARKET ST,POINT(37.7865414238751 -122.404887212032)
140641647,WEAPON_LAWS,POSS OF LOADED FIREARM,2014-12-29,NORTHERN,"ARREST, BOOKED",TURK ST / WEBSTER ST,POINT(37.7807160085286 -122.430424955334)
140739703,BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",2014-12-29,NORTHERN,NONE,2800.0 Block of FRANKLIN ST,POINT(37.8003220273587 -122.426168947464)
140676490,NON_CRIMINAL,TRAFFIC ACCIDENT,2014-12-29,NORTHERN,NONE,VANNESS AV / SACRAMENTO ST,POINT(37.7912889898776 -122.422516966616)
140815137,NON_CRIMINAL,"AIDED CASE, MENTAL DISTURBED",2014-12-29,SOUTHERN,PSYCHOPATHIC CASE,300.0 Block of 7TH ST,POINT(37.7763307775745 -122.407266121368)
140712185,OTHER_OFFENSES,POSSESSION OF BURGLARY TOOLS,2014-12-29,MISSION,"ARREST, BOOKED",MISSION ST / 24TH ST,POINT(37.7522391652921 -122.418448186101)
140687964,ROBBERY,"ROBBERY, BODILY FORCE",2014-12-29,MISSION,NONE,MISSION ST / 16TH ST,POINT(37.7650501214965 -122.419671780296)
146182734,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",2014-12-29,TARAVAL,NONE,FUNSTON AV / LAWTON ST,POINT(37.758255393554 -122.470204768702)
140728176,OTHER_OFFENSES,TRAFFIC VIOLATION,2014-12-29,CENTRAL,"ARREST, CITED",THE EMBARCADERONORTH ST / BROADWAY ST,POINT(37.7990658806759 -122.397391852808)
140769095,ASSAULT,BATTERY,2014-12-29,RICHMOND,NONE,600.0 Block of 32ND AV,POINT(37.7777961479306 -122.492050468053)
140822988,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",2014-12-29,MISSION,"ARREST, BOOKED",18TH ST / CHURCH ST,POINT(37.7612577113711 -122.428355366652)
140681875,BURGLARY,"BURGLARY, HOT PROWL, UNLAWFUL ENTRY",2014-12-29,TARAVAL,NONE,2600.0 Block of 24TH AV,POINT(37.737436428823 -122.503283592308)
140734098,SUSPICIOUS_OCC,SUSPICIOUS OCCURRENCE,2014-12-29,SOUTHERN,NONE,10TH ST / HOWARD ST,POINT(37.7740418385337 -122.414370627495)
140770898,LARCENY_THEFT,GRAND THEFT FROM A BUILDING,2014-12-29,CENTRAL,"ARREST, BOOKED",400.0 Block of MASON ST,POINT(37.7872357017072 -122.409851224319)
140818777,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,2014-12-29,INGLESIDE,"ARREST, BOOKED",3500.0 Block of MISSION ST,POINT(37.7398784385975 -122.423626817313)
140833866,OTHER_OFFENSES,HARASSING PHONE CALLS,2014-12-29,RICHMOND,NONE,1800.0 Block of SCOTT ST,POINT(37.786769211987 -122.438514740637)
140694884,VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI",2014-12-29,SOUTHERN,NONE,500.0 Block of 6TH ST,POINT(37.7760788909007 -122.402383216195)
140668390,"SEX_OFFENSES,_FORCIBLE","FORCIBLE RAPE, BODILY FORCE",2014-12-29,RICHMOND,NONE,MARTIN LUTHER KING JR DR / LINCOLN WY,POINT(37.7640298301266 -122.509399613079)
146172707,LARCENY_THEFT,GRAND THEFT OF PROPERTY,2014-12-29,SOUTHERN,NONE,800.0 Block of MARKET ST,POINT(37.783973994799 -122.408030866262)
140646045,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,2014-12-29,CENTRAL,"ARREST, BOOKED",MASON ST / NORTHPOINT ST,POINT(37.8065526530136 -122.413789467232)
140775832,OTHER_OFFENSES,TRAFFIC VIOLATION ARREST,2014-12-29,RICHMOND,"ARREST, BOOKED",FULTON ST / 26TH AV,POINT(37.7725176473439 -122.485262988324)
140743657,DRUG_NARCOTIC,POSSESSION OF HEROIN,2014-12-29,MISSION,"ARREST, BOOKED",MISSION ST / 17TH ST,POINT(37.7634292328793 -122.419515708406)
146167156,NON_CRIMINAL,LOST PROPERTY,2014-12-29,CENTRAL,NONE,1300.0 Block of COLUMBUS AV,POINT(37.8063870721316 -122.419065337622)
146170949,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",2014-12-29,SOUTHERN,NONE,3RD ST / FOLSOM ST,POINT(37.7837848211881 -122.398932711095)
140769471,SUSPICIOUS_OCC,SUSPICIOUS OCCURRENCE,2014-12-29,TENDERLOIN,NONE,400.0 Block of TURK ST,POINT(37.7825546253113 -122.416202768026)
140736646,NON_CRIMINAL,FOUND PROPERTY,2014-12-29,MISSION,NONE,17TH ST / VALENCIA ST,POINT(37.7632996946235 -122.421733767763)
140730319,ASSAULT,CHILD ABUSE (PHYSICAL),2014-12-29,MISSION,"ARREST, CITED",17TH ST / CASTRO ST,POINT(37.7626702771169 -122.435187699349)
140705146,LARCENY_THEFT,PETTY THEFT FROM LOCKED AUTO,2014-12-29,SOUTHERN,NONE,800.0 Block of BRYANT ST,POINT(37.7752316978411 -122.403742962696)
140713644,TRESPASS,TRESPASSING,2014-12-29,CENTRAL,NONE,1100.0 Block of BATTERY ST,POINT(37.8019521740135 -122.401686741973)
140778080,SUSPICIOUS_OCC,SUSPICIOUS OCCURRENCE,2014-12-29,MISSION,NONE,100.0 Block of ALBION ST,POINT(37.7642851411346 -122.422757865496)
140823801,WARRANTS,WARRANT ARREST,2014-12-29,BAYVIEW,"ARREST, BOOKED",1500.0 Block of OAKDALE AV,POINT(37.7341137065304 -122.389567847887)
140816856,SUSPICIOUS_OCC,SUSPICIOUS OCCURRENCE,2014-12-29,INGLESIDE,NONE,0.0 Block of ADDISON ST,POINT(37.7378829349106 -122.430280757523)
146183942,LARCENY_THEFT,GRAND THEFT OF PROPERTY,2014-12-29,SOUTHERN,NONE,1500.0 Block of FOLSOM ST,POINT(37.7710869529524 -122.414873624392)
140741714,NON_CRIMINAL,LOST PROPERTY,2014-12-29,INGLESIDE,NONE,0.0 Block of PHELAN AV,POINT(37.7242916762262 -122.452301905725)
140818880,LARCENY_THEFT,PETTY THEFT SHOPLIFTING,2014-12-29,MISSION,"ARREST, CITED",2300.0 Block of 16TH ST,POINT(37.7657158874944 -122.409216071434)
140819010,LARCENY_THEFT,GRAND THEFT FROM LOCKED AUTO,2014-12-29,SOUTHERN,NONE,800.0 Block of BRYANT ST,POINT(37.7752316978411 -122.403742962696)
140678781,"SEX_OFFENSES,_FORCIBLE",ASSAULT TO RAPE WITH BODILY FORCE,2014-12-29,MISSION,NONE,1000.0 Block of POTRERO AV,POINT(37.7568256145719 -122.406656623063)
146188748,LARCENY_THEFT,GRAND THEFT FROM LOCKED AUTO,2014-12-29,TARAVAL,NONE,3200.0 Block of 20TH AV,POINT(37.7290910125835 -122.476011600296)
140712470,OTHER_OFFENSES,TRAFFIC VIOLATION ARREST,2014-12-29,BAYVIEW,"ARREST, CITED",1200.0 Block of REVERE AV,POINT(37.7276874661359 -122.383222971761)
146170773,LARCENY_THEFT,GRAND THEFT FROM LOCKED AUTO,2014-12-29,SOUTHERN,NONE,800.0 Block of BRYANT ST,POINT(37.7752316978411 -122.403742962696)
146169679,NON_CRIMINAL,LOST PROPERTY,2014-12-29,CENTRAL,NONE,KEARNY ST / POST ST,POINT(37.7888946802406 -122.403663463962)
