INCIDENTID,CATEGORY,DESCRIPTION,DATE,DISTRICT,STATE,ADDRESS,asWKT
140819797,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,29-09-2014,MISSION,"ARREST, BOOKED",MISSION ST / 18TH ST,POINT(-122.419360352761 37.7618358012673)
146195301,NON CRIMINAL,LOST PROPERTY,16-09-2014,SOUTHERN,NONE,500.0 Block of MARKET ST,POINT(-122.402089552186 37.7887518153381)
146191901,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,18-09-2014,TARAVAL,NONE,200.0 Block of ORIZABA AV,POINT(-122.462705959508 37.7131340219829)
140802764,WARRANTS,WARRANT ARREST,23-09-2014,CENTRAL,"ARREST, BOOKED",400.0 Block of JEFFERSON ST,POINT(-122.42013418963 37.8075554545838)
140784708,NON CRIMINAL,"AIDED CASE, MENTAL DISTURBED",17-09-2014,TENDERLOIN,PSYCHOPATHIC CASE,TURK ST / TAYLOR ST,POINT(-122.410768766343 37.7832145190309)
140779969,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,16-09-2014,NORTHERN,"ARREST, BOOKED",1300.0 Block of BUSH ST,POINT(-122.419179221907 37.7888771368678)
140669075,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",11-08-2014,PARK,"ARREST, BOOKED",HAIGHT ST / MASONIC AV,POINT(-122.4453467866 37.7702081959469)
146156397,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,07-08-2014,MISSION,NONE,3900.0 Block of 18TH ST,POINT(-122.431269925256 37.7611466665071)
140827483,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,28-09-2014,CENTRAL,NONE,900.0 Block of HYDE ST,POINT(-122.416979094196 37.7891219093882)
140757749,LARCENY THEFT,PETTY THEFT FROM LOCKED AUTO,08-09-2014,MISSION,NONE,SAN BRUNO AV / DIVISION ST,POINT(-122.405942290896 37.7696597423509)
140667831,ASSAULT,BATTERY,10-08-2014,NORTHERN,NONE,3100.0 Block of LAGUNA ST,POINT(-122.431143484412 37.7998955331929)
140793947,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,20-09-2014,TARAVAL,NONE,CAPITOL AV / OCEAN AV,POINT(-122.459212410375 37.7245329610246)
140722178,OTHER OFFENSES,RESISTING ARREST,27-08-2014,CENTRAL,"ARREST, BOOKED",BEACH ST / LARKIN ST,POINT(-122.42219944483 37.8064351103812)
140722598,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",27-08-2014,BAYVIEW,"ARREST, CITED",LASALLE AV / CASHMERE ST,POINT(-122.387177847322 37.7356637645652)
140760651,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,09-09-2014,INGLESIDE,NONE,400.0 Block of ARGONAUT AV,POINT(-122.414717339643 37.7095230718684)
140788910,ASSAULT,BATTERY,18-09-2014,SOUTHERN,NONE,300.0 Block of KING ST,POINT(-122.395198108656 37.7753884276345)
140685980,NON CRIMINAL,LOST PROPERTY,16-08-2014,NORTHERN,NONE,3100.0 Block of FILLMORE ST,POINT(-122.435712717022 37.7983904849072)
146181178,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,02-09-2014,TARAVAL,NONE,1200.0 Block of 19TH AV,POINT(-122.477229803066 37.7649344714182)
146154103,LARCENY THEFT,PETTY THEFT OF PROPERTY,05-08-2014,NORTHERN,NONE,2800.0 Block of WEBSTER ST,POINT(-122.433715460913 37.7968469313542)
140756832,NON CRIMINAL,FOUND PROPERTY,08-09-2014,SOUTHERN,NONE,HOWARD ST / 2ND ST,POINT(-122.398261647342 37.7867787589393)
140712709,LARCENY THEFT,PETTY THEFT FROM LOCKED AUTO,24-08-2014,CENTRAL,NONE,300.0 Block of POST ST,POINT(-122.408376682603 37.7884080368116)
140778074,LARCENY THEFT,PETTY THEFT FROM LOCKED AUTO,12-09-2014,MISSION,NONE,22ND ST / TREAT AV,POINT(-122.413297660808 37.7557647906639)
140665697,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",10-08-2014,PARK,"ARREST, BOOKED",200.0 Block of TWINPEAKS BL,POINT(-122.448662674214 37.7589876955319)
140719539,DRUG NARCOTIC,POSSESSION OF HEROIN,26-08-2014,NORTHERN,"ARREST, BOOKED",POLK ST / POST ST,POINT(-122.419930111611 37.7868262082453)
140696896,BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",19-08-2014,MISSION,NONE,300.0 Block of CLIPPER ST,POINT(-122.433436982444 37.7488113203514)
140789601,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",19-09-2014,PARK,"ARREST, CITED",1700.0 Block of FULTON ST,POINT(-122.445650666502 37.7759399235888)
140782990,LARCENY THEFT,PETTY THEFT FROM LOCKED AUTO,16-09-2014,TARAVAL,NONE,2000.0 Block of 30TH AV,POINT(-122.487791906977 37.7490443597864)
140665625,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,09-08-2014,MISSION,NONE,3700.0 Block of 17TH ST,POINT(-122.430117446701 37.7628997462223)
140826037,FORGERY COUNTERFEITING,"COUNTERFEITING, POSSESSION COINS OR NOTES",30-09-2014,TENDERLOIN,"ARREST, BOOKED",HYDE ST / FULTON ST,POINT(-122.415127837608 37.7797870676791)
140731969,WARRANTS,WARRANT ARREST,31-08-2014,CENTRAL,"ARREST, BOOKED",GRANT AV / VINTON CT,POINT(-122.405803850043 37.791777311516)
140819173,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,28-09-2014,CENTRAL,NONE,MONTGOMERY ST / CHESTNUT ST,POINT(-122.405178220847 37.8047637572097)
140766728,LARCENY THEFT,GRAND THEFT FROM A BUILDING,30-08-2014,SOUTHERN,NONE,1400.0 Block of FOLSOM ST,POINT(-122.412865260463 37.772828348238)
140668481,BURGLARY,"BURGLARY OF STORE, FORCIBLE ENTRY",11-08-2014,RICHMOND,NONE,3500.0 Block of GEARY BL,POINT(-122.456567446583 37.7813352352714)
146204140,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,30-09-2014,SOUTHERN,NONE,0.0 Block of STILLMAN ST,POINT(-122.394877549073 37.7829810243725)
140725796,DRUG NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,28-08-2014,CENTRAL,"ARREST, BOOKED",600.0 Block of CLAY ST,POINT(-122.404289792537 37.79455217694)
140742455,LARCENY THEFT,ATTEMPTED THEFT FROM UNLOCKED VEHICLE,03-09-2014,MISSION,NONE,3800.0 Block of 17TH ST,POINT(-122.431757857574 37.7627235855592)
140683984,ASSAULT,INFLICT INJURY ON COHABITEE,15-08-2014,MISSION,"ARREST, BOOKED",200.0 Block of 13TH ST,POINT(-122.416755532165 37.7716975465962)
140649425,OTHER OFFENSES,RESISTING ARREST,05-08-2014,MISSION,NONE,1000.0 Block of POTRERO AV,POINT(-122.406656623063 37.7568256145719)
140720752,ROBBERY,"ROBBERY OF A COMMERCIAL ESTABLISHMENT, STRONGARM",27-08-2014,BAYVIEW,JUVENILE BOOKED,2400.0 Block of SAN BRUNO AV,POINT(-122.40483205196 37.7305106458829)
140779113,ASSAULT,THREATS AGAINST LIFE,15-09-2014,TENDERLOIN,"ARREST, BOOKED",200.0 Block of OFARRELL ST,POINT(-122.408814633856 37.7862782769118)
140817547,MISSING PERSON,MISSING JUVENILE,27-09-2014,MISSION,NONE,2000.0 Block of FOLSOM ST,POINT(-122.415430057537 37.7651224240425)
140655773,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",07-08-2014,MISSION,NONE,2600.0 Block of 23RD ST,POINT(-122.405784230999 37.754283736454)
140655795,OTHER OFFENSES,FALSE EVIDENCE OF VEHICLE REGISTRATION,07-08-2014,TARAVAL,"ARREST, CITED",TARAVAL ST / 28TH AV,POINT(-122.46807388719 37.7433832599598)
140667201,OTHER OFFENSES,VIOLATION OF PARK CODE,10-08-2014,RICHMOND,"ARREST, BOOKED",700.0 Block of 30TH AV,POINT(-122.468066466713 37.7733300288814)
146177547,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,28-08-2014,RICHMOND,NONE,1000.0 Block of GREAT HY,POINT(-122.510692509436 37.7691519191763)
140768417,LARCENY THEFT,GRAND THEFT AUTO STRIP,11-09-2014,INGLESIDE,NONE,1500.0 Block of PLYMOUTH AV,POINT(-122.457038614648 37.7304365522306)
140703128,DRUG NARCOTIC,POSSESSION OF METH-AMPHETAMINE,21-08-2014,SOUTHERN,"ARREST, BOOKED",1300.0 Block of MARKET ST,POINT(-122.417419941718 37.7766539678269)
140718428,NON CRIMINAL,"AIDED CASE, MENTAL DISTURBED",26-08-2014,SOUTHERN,PSYCHOPATHIC CASE,900.0 Block of MISSION ST,POINT(-122.407907432692 37.7816524539447)
140734220,NON CRIMINAL,FOUND PROPERTY,31-08-2014,RICHMOND,NONE,800.0 Block of LA PLAYA ST,POINT(-122.509921419837 37.7723096498287)
140793492,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,20-09-2014,TENDERLOIN,"ARREST, BOOKED",LEAVENWORTH ST / TURK ST,POINT(-122.414056291891 37.7827931071303)
146200182,LARCENY THEFT,GRAND THEFT FROM UNLOCKED AUTO,27-09-2014,CENTRAL,NONE,500.0 Block of VALLEJO ST,POINT(-122.406704154242 37.798873066316)
140640241,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,01-08-2014,CENTRAL,"ARREST, BOOKED",POST ST / JONES ST,POINT(-122.413358051141 37.7876637196017)
140733385,NON CRIMINAL,"AIDED CASE, MENTAL DISTURBED",31-08-2014,MISSION,PSYCHOPATHIC CASE,16TH ST / BRYANT ST,POINT(-122.410488829308 37.7656058639002)
140739383,OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS,02-09-2014,NORTHERN,"ARREST, BOOKED",2400.0 Block of POLK ST,POINT(-122.422367674171 37.7991123396777)
140748839,OTHER OFFENSES,VIOLATION OF MUNICIPAL CODE,05-09-2014,PARK,"ARREST, BOOKED",1400.0 Block of HAIGHT ST,POINT(-122.445503454327 37.7702221642157)
140742427,NON CRIMINAL,LOST PROPERTY,02-09-2014,NORTHERN,NONE,FILLMORE ST / HAIGHT ST,POINT(-122.430436523474 37.7721069661966)
140669473,DRUG NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,11-08-2014,MISSION,"ARREST, CITED",2000.0 Block of MARKET ST,POINT(-122.426488869746 37.7696142994651)
140685582,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,09-08-2014,INGLESIDE,NONE,200.0 Block of JUDSON AV,POINT(-122.44799005193 37.7283610237303)
146202417,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,30-09-2014,NORTHERN,NONE,1300.0 Block of WEBSTER ST,POINT(-122.430908286149 37.7828933039479)
140775224,OTHER OFFENSES,MISCELLANEOUS STATE MISDEMEANOR,14-09-2014,TENDERLOIN,"ARREST, CITED",400.0 Block of JONES ST,POINT(-122.412888359407 37.785168321727)
146186742,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,13-09-2014,NORTHERN,NONE,VANNESS AV / ELM ST,POINT(-122.42053994545 37.7814982546615)
140668293,WEAPON LAWS,EXHIBITING DEADLY WEAPON IN A THREATING MANNER,11-08-2014,MISSION,NONE,3000.0 Block of 16TH ST,POINT(-122.420276404895 37.7650482606046)
146180227,LARCENY THEFT,PETTY THEFT OF PROPERTY,03-09-2014,RICHMOND,NONE,MCALLISTER ST / PARKER AV,POINT(-122.452963648122 37.7757491793822)
140688752,ASSAULT,BATTERY,17-08-2014,TARAVAL,NONE,IRVING ST / 19TH AV,POINT(-122.477172370751 37.7635584597077)
140746651,OTHER OFFENSES,RESISTING ARREST,04-09-2014,TENDERLOIN,"ARREST, BOOKED",400.0 Block of LEAVENWORTH ST,POINT(-122.414514526836 37.7848493451741)
140734593,ASSAULT,BATTERY,01-09-2014,SOUTHERN,"ARREST, BOOKED",800.0 Block of MISSION ST,POINT(-122.40453893466 37.7843135298512)
140761314,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",09-09-2014,BAYVIEW,"ARREST, CITED",NEWCOMB AV / 3RD ST,POINT(-122.390416955474 37.7355926106158)
146187154,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,08-09-2014,SOUTHERN,NONE,0.0 Block of 3RD ST,POINT(-122.40287752105 37.7869530833865)
140771501,ROBBERY,"ROBBERY, BODILY FORCE",13-09-2014,SOUTHERN,NONE,900.0 Block of HOWARD ST,POINT(-122.406578322031 37.7802478596603)
140739195,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,02-09-2014,SOUTHERN,"ARREST, BOOKED",MARKET ST / JONES ST,POINT(-122.411979487494 37.7809039697055)
140758797,ASSAULT,ASSAULT,09-09-2014,CENTRAL,"ARREST, CITED",100.0 Block of DRUMM ST,POINT(-122.396548334649 37.7945995681894)
140705390,NON CRIMINAL,"AIDED CASE, MENTAL DISTURBED",22-08-2014,SOUTHERN,PSYCHOPATHIC CASE,0.0 Block of UNITEDNATIONS PZ,POINT(-122.414965642852 37.7798171172036)
140677460,DRUG NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,13-08-2014,TENDERLOIN,"ARREST, BOOKED",100.0 Block of HYDE ST,POINT(-122.415597066424 37.7818842104431)
146201657,LARCENY THEFT,PETTY THEFT OF PROPERTY,27-09-2014,SOUTHERN,NONE,1100.0 Block of FOLSOM ST,POINT(-122.408783542353 37.7759561769518)
146166089,LARCENY THEFT,GRAND THEFT FROM UNLOCKED AUTO,17-08-2014,SOUTHERN,NONE,BRYANT ST / BEALE ST,POINT(-122.389639531543 37.7862250418378)
140764766,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,10-09-2014,SOUTHERN,NONE,200.0 Block of BRANNAN ST,POINT(-122.38979608691 37.7834968608374)
140679234,MISSING PERSON,FOUND PERSON,13-08-2014,MISSION,LOCATED,200.0 Block of DOLORES ST,POINT(-122.4265492636 37.7659157082139)
146183425,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,07-09-2014,NORTHERN,NONE,GOUGH ST / HICKORY ST,POINT(-122.422696225011 37.7754858195182)
140652161,VEHICLE THEFT,STOLEN AUTOMOBILE,04-08-2014,RICHMOND,NONE,ANZA ST / SPRUCE ST,POINT(-122.452898067388 37.7803623691112)
140767306,MISSING PERSON,MISSING ADULT,11-09-2014,RICHMOND,NONE,600.0 Block of 25TH AV,POINT(-122.486758508678 37.7777777231558)
146183613,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,05-09-2014,SOUTHERN,NONE,300.0 Block of 2ND ST,POINT(-122.395837827149 37.7848011016175)
140662251,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",08-08-2014,MISSION,"ARREST, CITED",HARRISON ST / 23RD ST,POINT(-122.412050704562 37.7542302702921)
146204645,LARCENY THEFT,GRAND THEFT OF PROPERTY,28-09-2014,SOUTHERN,NONE,800.0 Block of BRYANT ST,POINT(-122.403742962696 37.7752316978411)
146186322,LARCENY THEFT,GRAND THEFT FROM UNLOCKED AUTO,30-08-2014,SOUTHERN,NONE,800.0 Block of BRYANT ST,POINT(-122.403742962696 37.7752316978411)
140754319,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",07-09-2014,BAYVIEW,"ARREST, CITED",OAKDALE AV / DUNSHEE ST,POINT(-122.395119948579 37.7373162915583)
146189495,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,10-09-2014,SOUTHERN,NONE,3RD ST / STILLMAN ST,POINT(-122.396381836885 37.7817492235523)
140641590,NON CRIMINAL,LOST PROPERTY,01-08-2014,NORTHERN,NONE,POLK ST / BUSH ST,POINT(-122.420307355721 37.7886989511944)
140657995,LARCENY THEFT,PETTY THEFT SHOPLIFTING,07-08-2014,SOUTHERN,"ARREST, CITED",700.0 Block of MISSION ST,POINT(-122.403890223654 37.7846237669087)
146195527,NON CRIMINAL,LOST PROPERTY,18-09-2014,SOUTHERN,NONE,600.0 Block of 8TH ST,POINT(-122.404570297412 37.7707698013125)
140728198,ASSAULT,BATTERY,29-08-2014,INGLESIDE,NONE,4800.0 Block of MISSION ST,POINT(-122.437482517439 37.7209240476507)
146166205,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,15-08-2014,RICHMOND,NONE,CLEMENT ST / 11TH AV,POINT(-122.469769942862 37.7826995174167)
140773331,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,13-09-2014,SOUTHERN,NONE,0.0 Block of 3RD ST,POINT(-122.40287752105 37.7869530833865)
140695092,WARRANTS,WARRANT ARREST,19-08-2014,BAYVIEW,"ARREST, BOOKED",2200.0 Block of OAKDALE AV,POINT(-122.40152762454 37.7410804940264)
140754870,MISSING PERSON,FOUND PERSON,06-09-2014,BAYVIEW,NONE,700.0 Block of BARNEVELD AV,POINT(-122.407675110705 37.7340639257741)
140667580,VEHICLE THEFT,STOLEN AUTOMOBILE,10-08-2014,BAYVIEW,NONE,100.0 Block of THORNTON AV,POINT(-122.393479315282 37.7307191946623)
140807770,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",24-09-2014,PARK,NONE,1700.0 Block of WALLER ST,POINT(-122.452617154213 37.7684445082706)
140757476,ROBBERY,"ROBBERY, BODILY FORCE",08-09-2014,TENDERLOIN,NONE,500.0 Block of ELLIS ST,POINT(-122.414854585517 37.784570369827)
140663027,WARRANTS,ENROUTE TO PAROLE OFFICER,09-08-2014,SOUTHERN,"ARREST, BOOKED",MISSION ST / 9TH ST,POINT(-122.414714295579 37.7762310405055)
146183340,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,03-09-2014,CENTRAL,NONE,BAY ST / TAYLOR ST,POINT(-122.415245418291 37.8054165243085)
140650892,MISSING PERSON,FOUND PERSON,01-08-2014,NORTHERN,LOCATED,300.0 Block of FULTON ST,POINT(-122.422748320745 37.7787132856048)
140768843,NON CRIMINAL,FOUND PROPERTY,10-09-2014,RICHMOND,NONE,18TH AV / GEARY BL,POINT(-122.477241022391 37.7804373319293)
140684540,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",15-08-2014,MISSION,NONE,1200.0 Block of VALENCIA ST,POINT(-122.420839482508 37.753518530794)
146159595,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,03-08-2014,SOUTHERN,NONE,200.0 Block of INTERSTATE80 HY,POINT(-122.370740926948 37.8170463264521)
140665647,BURGLARY,"BURGLARY, HOT PROWL, UNLAWFUL ENTRY",10-08-2014,TARAVAL,NONE,0.0 Block of CHUMASERO DR,POINT(-122.473225086569 37.7139625948802)
140739838,VEHICLE THEFT,STOLEN TRUCK,02-09-2014,BAYVIEW,NONE,0.0 Block of WILLIAMS AV,POINT(-122.394564831858 37.7295055855445)
146153246,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,01-08-2014,NORTHERN,NONE,CALIFORNIA ST / GOUGH ST,POINT(-122.425618312013 37.7899500809612)
140818379,LARCENY THEFT,PETTY THEFT FROM A BUILDING,28-09-2014,SOUTHERN,NONE,800.0 Block of MARKET ST,POINT(-122.407413528628 37.7845520146423)
140792739,DRUG NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,20-09-2014,SOUTHERN,"ARREST, BOOKED",7TH ST / MARKET ST,POINT(-122.412515341356 37.7804777480805)
146155725,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",03-08-2014,TARAVAL,NONE,LAWTON ST / 47TH AV,POINT(-122.506736415048 37.7566446306191)
146199535,LARCENY THEFT,GRAND THEFT FROM UNLOCKED AUTO,27-09-2014,PARK,NONE,1700.0 Block of EDDY ST,POINT(-122.436875753554 37.7807393626539)
140640235,OTHER OFFENSES,VIOLATION OF MUNICIPAL CODE,01-08-2014,SOUTHERN,"ARREST, CITED",3RD ST / JESSIE ST,POINT(-122.402578684945 37.7866789600578)
140644550,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",03-08-2014,BAYVIEW,NONE,1700.0 Block of QUESADA AV,POINT(-122.391830994535 37.733422327926)
140752567,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,06-09-2014,SOUTHERN,"ARREST, BOOKED",VERMONT ST / 16TH ST,POINT(-122.404625868234 37.7659589563884)
140776197,WARRANTS,WARRANT ARREST,14-09-2014,RICHMOND,"ARREST, BOOKED",200.0 Block of PRESIDIO AV,POINT(-122.447286973888 37.7899320199028)
140713428,NON CRIMINAL,LOST PROPERTY,24-08-2014,CENTRAL,NONE,BEACH ST / GRANT AV,POINT(-122.409055216323 37.8081099574577)
146160821,LARCENY THEFT,PETTY THEFT OF PROPERTY,13-08-2014,NORTHERN,NONE,2000.0 Block of FILLMORE ST,POINT(-122.433648334443 37.7881595013877)
146200370,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,27-09-2014,TENDERLOIN,NONE,MASON ST / EDDY ST,POINT(-122.409313111431 37.7843478513448)
140696250,VEHICLE THEFT,STOLEN AUTOMOBILE,10-08-2014,BAYVIEW,NONE,OAKDALE AV / NEWHALL ST,POINT(-122.392217325531 37.7356625997854)
140736646,NON CRIMINAL,FOUND PROPERTY,01-09-2014,MISSION,NONE,17TH ST / VALENCIA ST,POINT(-122.421733767763 37.7632996946235)
140656113,MISSING PERSON,MISSING ADULT,06-08-2014,SOUTHERN,LOCATED,800.0 Block of BRYANT ST,POINT(-122.403675173997 37.7751775060495)
140757460,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",08-09-2014,TENDERLOIN,"ARREST, CITED",LEAVENWORTH ST / ELLIS ST,POINT(-122.414433155063 37.7846576329552)
146205154,LARCENY THEFT,GRAND THEFT OF PROPERTY,05-09-2014,INGLESIDE,NONE,0.0 Block of FRANCIS ST,POINT(-122.435029031916 37.7274265768804)
146200530,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,28-09-2014,NORTHERN,NONE,100.0 Block of CEDAR ST,POINT(-122.420861351889 37.7861958228068)
140725291,FRAUD,"CREDIT CARD, THEFT BY USE OF",27-08-2014,CENTRAL,NONE,500.0 Block of BROADWAY ST,POINT(-122.405909842709 37.7979284599131)
140658379,DRUG NARCOTIC,POSSESSION OF METH-AMPHETAMINE,07-08-2014,SOUTHERN,"ARREST, BOOKED",800.0 Block of BRYANT ST,POINT(-122.403012371759 37.7757043184436)
140657393,NON CRIMINAL,LOST PROPERTY,02-08-2014,CENTRAL,NONE,GEARY ST / STOCKTON ST,POINT(-122.406592269796 37.7875673013351)
140799688,LARCENY THEFT,PETTY THEFT FROM LOCKED AUTO,22-09-2014,SOUTHERN,NONE,800.0 Block of BRYANT ST,POINT(-122.403742962696 37.7752316978411)
140762572,OTHER OFFENSES,PROBATION VIOLATION,08-09-2014,SOUTHERN,"ARREST, BOOKED",800.0 Block of HOWARD ST,POINT(-122.402750548032 37.7832768695857)
140667615,ASSAULT,BATTERY,10-08-2014,TENDERLOIN,NONE,200.0 Block of JONES ST,POINT(-122.412447794094 37.7833902593459)
140767118,LARCENY THEFT,GRAND THEFT FROM PERSON,07-09-2014,PARK,NONE,HAIGHT ST / MASONIC AV,POINT(-122.4453467866 37.7702081959469)
146174543,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,23-08-2014,BAYVIEW,NONE,900.0 Block of VERMONT ST,POINT(-122.403527079704 37.7578532824007)
140678258,DRUG NARCOTIC,POSSESSION OF MARIJUANA,14-08-2014,CENTRAL,"ARREST, BOOKED",NORTHPOINT ST / STOCKTON ST,POINT(-122.410500605559 37.8069630726241)
140782871,NON CRIMINAL,FOUND PROPERTY,17-09-2014,TENDERLOIN,NONE,300.0 Block of EDDY ST,POINT(-122.412601261914 37.7838976374337)
140799531,BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",22-09-2014,TARAVAL,NONE,700.0 Block of NORIEGA ST,POINT(-122.471952514663 37.7555326646087)
140822013,LARCENY THEFT,GRAND THEFT PICKPOCKET,27-09-2014,TENDERLOIN,NONE,OFARRELL ST / HYDE ST,POINT(-122.416261836834 37.7853750846672)
140725586,OTHER OFFENSES,VIOLATION OF MUNICIPAL POLICE CODE,28-08-2014,CENTRAL,"ARREST, BOOKED",POST ST / STOCKTON ST,POINT(-122.406775392392 37.7884982866444)
140735767,NON CRIMINAL,FOUND PROPERTY,01-09-2014,PARK,NONE,CARL ST / COLE ST,POINT(-122.449958075249 37.7658000842881)
140717442,ASSAULT,THREATS AGAINST LIFE,26-08-2014,MISSION,NONE,2100.0 Block of MISSION ST,POINT(-122.419473094737 37.763426176975)
146184019,LARCENY THEFT,PETTY THEFT OF PROPERTY,05-09-2014,CENTRAL,NONE,GEARY ST / POWELL ST,POINT(-122.408231026261 37.7873594949856)
140683075,NON CRIMINAL,AIDED CASE,15-08-2014,MISSION,NONE,2200.0 Block of MISSION ST,POINT(-122.419189567406 37.7604827953862)
140776307,VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,12-09-2014,MISSION,NONE,DOLORES ST / 15TH ST,POINT(-122.426540746321 37.7662675622278)
140798696,OTHER OFFENSES,INJURY TO TELEGRAPH/TELEPHONE LINES,22-09-2014,TARAVAL,"ARREST, BOOKED",200.0 Block of THRIFT ST,POINT(-122.460168070676 37.717479247003)
140680297,DRUG NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE,14-08-2014,TENDERLOIN,"ARREST, BOOKED",100.0 Block of LEAVENWORTH ST,POINT(-122.413995395331 37.7822763304921)
140730591,DRUG NARCOTIC,SALE OF MARIJUANA,30-08-2014,SOUTHERN,"ARREST, BOOKED",1000.0 Block of MARKET ST,POINT(-122.411682997078 37.7811844262766)
140739010,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,02-09-2014,BAYVIEW,"ARREST, CITED",ILLINOIS ST / 22ND ST,POINT(-122.387316279433 37.7580021664885)
140798947,NON CRIMINAL,LOST PROPERTY,20-09-2014,BAYVIEW,NONE,1300.0 Block of GRIFFITH ST,POINT(-122.380346166366 37.7269526338489)
140643392,FRAUD,FALSE ID TO PEACE OFFICER,02-08-2014,SOUTHERN,"ARREST, BOOKED",FOLSOM ST / MOSS ST,POINT(-122.407294586736 37.7771781356522)
140645097,NON CRIMINAL,FOUND PROPERTY,03-08-2014,TENDERLOIN,NONE,200.0 Block of POWELL ST,POINT(-122.408001661938 37.7864289164806)
140842481,LARCENY THEFT,GRAND THEFT FROM PERSON,22-09-2014,INGLESIDE,NONE,MADRID ST / GENEVA AV,POINT(-122.437804110663 37.7149403430498)
140711585,KIDNAPPING,FALSE IMPRISONMENT,24-08-2014,INGLESIDE,"ARREST, BOOKED",100.0 Block of LAURA ST,POINT(-122.451897959397 37.7110779370841)
140649544,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",05-08-2014,MISSION,"ARREST, CITED",20TH ST / MISSION ST,POINT(-122.419052694349 37.7586324051858)
146169146,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,21-08-2014,PARK,NONE,TURK ST / PIERCE ST,POINT(-122.435426671978 37.7800763782715)
140784093,OTHER OFFENSES,PROBATION VIOLATION,17-09-2014,BAYVIEW,"ARREST, BOOKED",1500.0 Block of NEWHALL ST,POINT(-122.393044082696 37.7348012804434)
140770359,LARCENY THEFT,PETTY THEFT FROM LOCKED AUTO,12-09-2014,TARAVAL,NONE,LINCOLN WY / 19TH AV,POINT(-122.477309120603 37.7654460716122)
146176527,LARCENY THEFT,GRAND THEFT FROM UNLOCKED AUTO,27-08-2014,INGLESIDE,NONE,100.0 Block of MAYNARD ST,POINT(-122.42810726893 37.7291827327459)
